,Time,House,School,Health_center,Church,Water_pump,Class_name
447,20130119:1507,0.215,1.0,1.0,1.0,0.86,1
448,20130119:1607,0.221,0.85,0.85,1.0,1.0,1
449,20130119:1707,0.356,0.31,0.31,0.5,1.0,1
450,20130119:1807,0.667,0.15,0.15,1.0,0.71,1
451,20130119:1907,0.543,0.15,0.15,1.0,0.57,1
452,20130119:2007,0.366,0.15,0.15,0.1,0.29,1
453,20130119:2107,0.26,0.15,0.15,0.1,0.14,1
454,20130119:2207,0.162,0.15,0.15,0.0,0.14,0
455,20130119:2307,0.11,0.15,0.15,0.1,0.14,1
456,20130120:0007,0.059,0.15,0.15,0.1,0.14,1
457,20130120:0107,0.0,0.15,0.15,0.1,0.14,0
458,20130120:0207,0.051,0.15,0.15,0.1,0.14,1
459,20130120:0307,0.051,0.15,0.15,0.1,0.29,1
460,20130120:0407,0.177,0.15,0.15,0.85,0.43,1
461,20130120:0507,0.271,0.15,0.15,0.85,0.57,1
462,20130120:0607,0.298,0.46,0.46,0.5,0.71,1
463,20130120:0707,0.271,0.92,0.92,0.1,0.86,1
464,20130120:0807,0.227,0.92,0.92,0.1,1.0,1
465,20130120:0907,0.233,1.0,0.0,0.1,1.0,0
466,20130120:1007,0.268,1.0,1.0,0.1,1.0,1
467,20130120:1107,0.288,1.0,1.0,1.0,0.86,1
468,20130120:1207,0.374,1.0,1.0,1.0,0.71,1
469,20130120:1307,0.281,1.0,1.0,1.0,0.71,1
470,20130120:1407,0.226,1.0,1.0,0.5,0.86,1
471,20130120:1507,0.0,1.0,1.0,1.0,0.86,0
472,20130120:1607,0.221,0.85,0.85,1.0,1.0,1
473,20130120:1707,0.356,0.31,0.31,0.5,1.0,1
474,20130120:1807,0.667,0.15,0.15,1.0,0.71,1
475,20130120:1907,0.543,0.15,0.15,1.0,0.57,1
476,20130120:2007,0.366,0.15,0.15,0.1,0.29,1
477,20130120:2107,0.26,0.15,0.15,0.1,0.14,1
478,20130120:2207,0.162,0.15,0.15,0.1,0.14,1
479,20130120:2307,0.11,0.15,0.15,0.1,0.14,1
480,20130121:0007,0.059,0.15,0.15,0.1,0.14,1
481,20130121:0107,0.051,0.15,0.15,0.1,0.14,1
482,20130121:0207,0.051,0.15,0.15,0.1,0.14,1
483,20130121:0307,0.051,0.15,0.15,0.1,0.29,1
484,20130121:0407,0.177,0.15,0.15,0.85,0.43,1
485,20130121:0507,0.271,0.15,0.15,0.85,0.57,1
486,20130121:0607,0.298,0.46,0.46,0.5,0.71,1
487,20130121:0707,0.271,0.92,0.92,0.1,0.86,1
488,20130121:0807,0.227,0.92,0.92,0.1,1.0,1
489,20130121:0907,0.233,1.0,1.0,0.1,1.0,1
490,20130121:1007,0.268,1.0,1.0,0.1,1.0,1
491,20130121:1107,0.288,1.0,1.0,1.0,0.86,1
492,20130121:1207,0.374,1.0,1.0,1.0,0.71,1
493,20130121:1307,0.281,1.0,1.0,1.0,0.71,1
494,20130121:1407,0.226,1.0,1.0,0.5,0.86,1
495,20130121:1507,0.215,1.0,1.0,1.0,0.86,1
496,20130121:1607,0.221,0.85,0.85,1.0,1.0,1
497,20130121:1707,0.356,0.31,0.31,0.5,1.0,1
498,20130121:1807,0.667,0.15,0.15,1.0,0.71,1
499,20130121:1907,0.543,0.15,0.15,1.0,0.57,1
500,20130121:2007,0.366,0.15,0.15,0.1,0.29,1
501,20130121:2107,0.26,0.15,0.15,0.1,0.14,1
502,20130121:2207,0.162,0.15,0.15,0.1,0.14,1
503,20130121:2307,0.11,0.15,0.15,0.1,0.14,1
504,20130122:0007,0.059,0.15,0.15,0.1,0.14,1
505,20130122:0107,0.051,0.15,0.15,0.1,0.14,1
506,20130122:0207,0.051,0.15,0.15,0.1,0.14,1
507,20130122:0307,0.051,0.15,0.15,0.1,0.29,1
508,20130122:0407,0.177,0.15,0.15,0.85,0.43,1
509,20130122:0507,0.271,0.15,0.15,0.85,0.57,1
510,20130122:0607,0.298,0.46,0.46,0.5,0.71,1
511,20130122:0707,0.271,0.92,0.92,0.1,0.86,1
512,20130122:0807,0.227,0.92,0.92,0.1,1.0,1
513,20130122:0907,0.233,1.0,1.0,0.1,1.0,1
514,20130122:1007,0.268,1.0,1.0,0.1,1.0,1
515,20130122:1107,0.288,1.0,0.0,0.0,0.86,0
516,20130122:1207,0.374,1.0,1.0,1.0,0.71,1
517,20130122:1307,0.281,1.0,1.0,1.0,0.71,1
518,20130122:1407,0.226,1.0,1.0,0.5,0.86,1
519,20130122:1507,0.215,1.0,1.0,1.0,0.86,1
520,20130122:1607,0.221,0.85,0.85,1.0,1.0,1
521,20130122:1707,0.356,0.31,0.31,0.5,1.0,1
522,20130122:1807,0.667,0.0,0.15,1.0,0.71,0
523,20130122:1907,0.543,0.15,0.15,1.0,0.57,1
524,20130122:2007,0.366,0.15,0.15,0.1,0.29,1
525,20130122:2107,0.26,0.15,0.15,0.1,0.14,1
526,20130122:2207,0.162,0.15,0.15,0.1,0.14,1
527,20130122:2307,0.11,0.15,0.15,0.1,0.14,1
528,20130123:0007,0.059,0.15,0.15,0.1,0.14,1
529,20130123:0107,0.051,0.15,0.15,0.1,0.14,1
530,20130123:0207,0.051,0.15,0.15,0.1,0.14,1
531,20130123:0307,0.051,0.15,0.15,0.1,0.29,1
532,20130123:0407,0.177,0.15,0.15,0.85,0.43,1
533,20130123:0507,0.271,0.15,0.15,0.85,0.57,1
534,20130123:0607,0.298,0.46,0.46,0.5,0.71,1
535,20130123:0707,0.271,0.92,0.92,0.1,0.86,1
536,20130123:0807,0.227,0.92,0.92,0.1,1.0,1
537,20130123:0907,0.233,1.0,1.0,0.1,1.0,1
538,20130123:1007,0.268,1.0,1.0,0.1,1.0,1
539,20130123:1107,0.288,1.0,1.0,1.0,0.86,1
540,20130123:1207,0.374,1.0,1.0,1.0,0.71,1
541,20130123:1307,0.281,1.0,1.0,1.0,0.71,1
542,20130123:1407,0.226,1.0,1.0,0.5,0.86,1
543,20130123:1507,0.215,1.0,1.0,1.0,0.86,1
544,20130123:1607,0.221,0.85,0.85,1.0,1.0,1
545,20130123:1707,0.356,0.31,0.31,0.5,1.0,1
546,20130123:1807,0.667,0.15,0.15,1.0,0.71,1
547,20130123:1907,0.543,0.15,0.15,1.0,0.57,1
548,20130123:2007,0.366,0.15,0.15,0.1,0.29,1
549,20130123:2107,0.26,0.15,0.15,0.1,0.14,1
550,20130123:2207,0.162,0.15,0.15,0.1,0.14,1
551,20130123:2307,0.11,0.15,0.15,0.1,0.14,1
552,20130124:0007,0.059,0.15,0.15,0.1,0.14,1
553,20130124:0107,0.051,0.15,0.15,0.1,0.14,1
554,20130124:0207,0.051,0.15,0.15,0.1,0.14,1
555,20130124:0307,0.051,0.15,0.15,0.1,0.29,1
556,20130124:0407,0.177,0.15,0.15,0.85,0.43,1
557,20130124:0507,0.271,0.15,0.15,0.85,0.57,1
558,20130124:0607,0.298,0.46,0.46,0.5,0.71,1
559,20130124:0707,0.271,0.92,0.92,0.1,0.86,1
560,20130124:0807,0.227,0.92,0.92,0.1,1.0,1
561,20130124:0907,0.233,1.0,1.0,0.1,1.0,1
562,20130124:1007,0.268,1.0,1.0,0.1,1.0,1
563,20130124:1107,0.288,1.0,1.0,1.0,0.86,1
564,20130124:1207,0.374,1.0,1.0,1.0,0.71,1
565,20130124:1307,0.281,1.0,1.0,1.0,0.71,1
566,20130124:1407,0.226,1.0,1.0,0.5,0.86,1
567,20130124:1507,0.215,1.0,0.0,1.0,0.86,0
568,20130124:1607,0.221,0.85,0.85,1.0,1.0,1
569,20130124:1707,0.356,0.31,0.31,0.5,1.0,1
570,20130124:1807,0.667,0.15,0.15,1.0,0.71,1
571,20130124:1907,0.543,0.15,0.15,1.0,0.57,1
572,20130124:2007,0.366,0.15,0.15,0.1,0.29,1
573,20130124:2107,0.26,0.15,0.15,0.1,0.14,1
574,20130124:2207,0.162,0.15,0.15,0.1,0.14,1
575,20130124:2307,0.11,0.15,0.15,0.1,0.14,1
576,20130125:0007,0.059,0.15,0.15,0.1,0.14,1
577,20130125:0107,0.051,0.15,0.15,0.1,0.14,1
578,20130125:0207,0.051,0.15,0.15,0.1,0.14,1
579,20130125:0307,0.051,0.15,0.15,0.1,0.29,1
580,20130125:0407,0.177,0.15,0.15,0.85,0.43,1
581,20130125:0507,0.271,0.15,0.15,0.85,0.57,1
582,20130125:0607,0.298,0.46,0.46,0.5,0.71,1
583,20130125:0707,0.271,0.92,0.92,0.1,0.0,0
584,20130125:0807,0.227,0.92,0.92,0.1,1.0,1
585,20130125:0907,0.233,1.0,1.0,0.1,1.0,1
586,20130125:1007,0.268,1.0,1.0,0.1,1.0,1
587,20130125:1107,0.288,1.0,1.0,1.0,0.86,1
588,20130125:1207,0.374,1.0,1.0,1.0,0.71,1
589,20130125:1307,0.281,1.0,1.0,1.0,0.71,1
590,20130125:1407,0.226,1.0,1.0,0.5,0.86,1
591,20130125:1507,0.215,1.0,1.0,1.0,0.86,1
592,20130125:1607,0.221,0.85,0.85,1.0,1.0,1
593,20130125:1707,0.356,0.31,0.31,0.5,1.0,1
594,20130125:1807,0.667,0.15,0.15,1.0,0.71,1
595,20130125:1907,0.543,0.15,0.15,1.0,0.57,1
596,20130125:2007,0.366,0.15,0.15,0.1,0.29,1
597,20130125:2107,0.26,0.15,0.15,0.1,0.14,1
598,20130125:2207,0.162,0.15,0.15,0.1,0.14,1
599,20130125:2307,0.11,0.15,0.15,0.1,0.14,1
600,20130126:0007,0.059,0.15,0.15,0.1,0.14,1
601,20130126:0107,0.051,0.15,0.15,0.1,0.14,1
602,20130126:0207,0.051,0.15,0.15,0.1,0.14,1
603,20130126:0307,0.051,0.15,0.15,0.1,0.29,1
604,20130126:0407,0.177,0.15,0.15,0.85,0.43,1
605,20130126:0507,0.271,0.0,0.15,0.85,0.57,0
606,20130126:0607,0.298,0.46,0.46,0.5,0.71,1
607,20130126:0707,0.271,0.92,0.92,0.1,0.86,1
608,20130126:0807,0.227,0.92,0.92,0.1,1.0,1
609,20130126:0907,0.233,1.0,1.0,0.1,1.0,1
610,20130126:1007,0.268,1.0,1.0,0.1,1.0,1
611,20130126:1107,0.288,1.0,1.0,1.0,0.86,1
612,20130126:1207,0.374,1.0,1.0,1.0,0.71,1
613,20130126:1307,0.281,1.0,1.0,0.0,0.71,0
614,20130126:1407,0.226,1.0,1.0,0.5,0.86,1
615,20130126:1507,0.215,1.0,1.0,1.0,0.86,1
616,20130126:1607,0.221,0.85,0.85,1.0,1.0,1
617,20130126:1707,0.356,0.31,0.31,0.5,1.0,1
618,20130126:1807,0.667,0.15,0.15,1.0,0.71,1
619,20130126:1907,0.543,0.15,0.15,1.0,0.57,1
620,20130126:2007,0.366,0.15,0.15,0.1,0.29,1
621,20130126:2107,0.26,0.15,0.15,0.1,0.14,1
622,20130126:2207,0.162,0.15,0.15,0.1,0.14,1
623,20130126:2307,0.11,0.15,0.15,0.0,0.14,0
624,20130127:0007,0.059,0.15,0.15,0.1,0.14,1
625,20130127:0107,0.051,0.15,0.15,0.1,0.14,1
626,20130127:0207,0.051,0.15,0.15,0.1,0.14,1
627,20130127:0307,0.051,0.15,0.15,0.1,0.29,1
628,20130127:0407,0.177,0.15,0.15,0.85,0.43,1
629,20130127:0507,0.271,0.15,0.15,0.85,0.57,1
630,20130127:0607,0.298,0.46,0.46,0.5,0.71,1
631,20130127:0707,0.271,0.92,0.92,0.1,0.86,1
632,20130127:0807,0.227,0.92,0.92,0.1,1.0,1
633,20130127:0907,0.233,1.0,1.0,0.1,1.0,1
634,20130127:1007,0.268,1.0,1.0,0.1,1.0,1
635,20130127:1107,0.288,1.0,1.0,1.0,0.86,1
636,20130127:1207,0.374,1.0,1.0,1.0,0.71,1
637,20130127:1307,0.281,1.0,1.0,1.0,0.71,1
638,20130127:1407,0.226,1.0,1.0,0.5,0.86,1
639,20130127:1507,0.215,1.0,1.0,1.0,0.86,1
640,20130127:1607,0.221,0.85,0.85,1.0,1.0,1
641,20130127:1707,0.356,0.31,0.31,0.5,1.0,1
642,20130127:1807,0.667,0.15,0.15,1.0,0.71,1
643,20130127:1907,0.543,0.15,0.15,1.0,0.57,1
644,20130127:2007,0.366,0.15,0.15,0.1,0.29,1
645,20130127:2107,0.26,0.15,0.15,0.1,0.14,1
646,20130127:2207,0.162,0.15,0.15,0.1,0.14,1
647,20130127:2307,0.11,0.15,0.15,0.1,0.14,1
648,20130128:0007,0.059,0.15,0.15,0.1,0.14,1
649,20130128:0107,0.051,0.0,0.15,0.1,0.14,0
650,20130128:0207,0.051,0.15,0.15,0.1,0.14,1
651,20130128:0307,0.051,0.15,0.15,0.1,0.29,1
652,20130128:0407,0.177,0.15,0.15,0.85,0.43,1
653,20130128:0507,0.271,0.15,0.15,0.85,0.57,1
654,20130128:0607,0.298,0.0,0.46,0.5,0.71,0
655,20130128:0707,0.271,0.92,0.92,0.1,0.86,1
656,20130128:0807,0.227,0.92,0.92,0.1,1.0,1
657,20130128:0907,0.233,1.0,1.0,0.1,1.0,1
658,20130128:1007,0.268,1.0,1.0,0.1,1.0,1
659,20130128:1107,0.288,1.0,1.0,1.0,0.86,1
660,20130128:1207,0.374,1.0,1.0,1.0,0.71,1
661,20130128:1307,0.281,1.0,1.0,1.0,0.71,1
662,20130128:1407,0.226,1.0,1.0,0.5,0.86,1
663,20130128:1507,0.215,1.0,1.0,1.0,0.86,1
664,20130128:1607,0.221,0.85,0.85,1.0,1.0,1
665,20130128:1707,0.356,0.31,0.31,0.5,1.0,1
666,20130128:1807,0.667,0.15,0.15,1.0,0.71,1
667,20130128:1907,0.543,0.15,0.15,1.0,0.57,1
668,20130128:2007,0.366,0.15,0.15,0.1,0.29,1
669,20130128:2107,0.26,0.15,0.15,0.1,0.14,1
670,20130128:2207,0.162,0.15,0.15,0.1,0.14,1
671,20130128:2307,0.11,0.15,0.15,0.1,0.14,1
672,20130129:0007,0.059,0.15,0.15,0.0,0.14,0
673,20130129:0107,0.051,0.15,0.15,0.1,0.14,1
674,20130129:0207,0.051,0.15,0.15,0.1,0.14,1
675,20130129:0307,0.051,0.15,0.15,0.0,0.29,0
676,20130129:0407,0.177,0.15,0.15,0.85,0.43,1
677,20130129:0507,0.271,0.15,0.15,0.85,0.57,1
678,20130129:0607,0.298,0.46,0.46,0.5,0.71,1
679,20130129:0707,0.271,0.92,0.92,0.1,0.86,1
680,20130129:0807,0.227,0.92,0.92,0.1,1.0,1
681,20130129:0907,0.233,0.0,1.0,0.1,1.0,0
682,20130129:1007,0.268,1.0,1.0,0.1,1.0,1
683,20130129:1107,0.288,1.0,1.0,1.0,0.86,1
684,20130129:1207,0.374,1.0,1.0,1.0,0.71,1
685,20130129:1307,0.281,1.0,1.0,1.0,0.71,1
686,20130129:1407,0.226,1.0,1.0,0.5,0.86,1
687,20130129:1507,0.215,1.0,1.0,1.0,0.86,1
688,20130129:1607,0.221,0.85,0.85,1.0,1.0,1
689,20130129:1707,0.356,0.31,0.31,0.5,1.0,1
690,20130129:1807,0.667,0.15,0.15,1.0,0.71,1
691,20130129:1907,0.543,0.15,0.15,1.0,0.57,1
692,20130129:2007,0.366,0.15,0.15,0.1,0.29,1
693,20130129:2107,0.26,0.15,0.15,0.1,0.0,0
694,20130129:2207,0.162,0.15,0.15,0.1,0.14,1
695,20130129:2307,0.11,0.15,0.15,0.1,0.14,1
696,20130130:0007,0.059,0.15,0.15,0.1,0.14,1
697,20130130:0107,0.051,0.15,0.15,0.1,0.14,1
698,20130130:0207,0.051,0.15,0.15,0.1,0.14,1
699,20130130:0307,0.051,0.15,0.15,0.1,0.29,1
700,20130130:0407,0.177,0.15,0.15,0.85,0.43,1
701,20130130:0507,0.271,0.15,0.15,0.85,0.57,1
702,20130130:0607,0.298,0.46,0.46,0.5,0.71,1
703,20130130:0707,0.271,0.92,0.92,0.1,0.86,1
704,20130130:0807,0.227,0.92,0.92,0.1,1.0,1
705,20130130:0907,0.233,1.0,1.0,0.1,1.0,1
706,20130130:1007,0.268,1.0,1.0,0.1,1.0,1
707,20130130:1107,0.288,1.0,1.0,1.0,0.86,1
708,20130130:1207,0.374,1.0,1.0,1.0,0.0,0
709,20130130:1307,0.281,1.0,1.0,1.0,0.71,1
710,20130130:1407,0.226,1.0,1.0,0.5,0.86,1
711,20130130:1507,0.215,1.0,1.0,1.0,0.86,1
712,20130130:1607,0.221,0.85,0.85,1.0,1.0,1
713,20130130:1707,0.356,0.31,0.31,0.5,1.0,1
714,20130130:1807,0.667,0.15,0.15,1.0,0.71,1
715,20130130:1907,0.543,0.15,0.15,1.0,0.57,1
716,20130130:2007,0.366,0.15,0.15,0.1,0.29,1
717,20130130:2107,0.26,0.15,0.15,0.1,0.14,1
718,20130130:2207,0.162,0.15,0.15,0.1,0.14,1
719,20130130:2307,0.11,0.15,0.15,0.1,0.14,1
720,20130131:0007,0.059,0.15,0.15,0.1,0.14,1
721,20130131:0107,0.051,0.15,0.15,0.1,0.14,1
722,20130131:0207,0.051,0.15,0.15,0.1,0.14,1
723,20130131:0307,0.051,0.15,0.15,0.1,0.29,1
724,20130131:0407,0.177,0.15,0.15,0.85,0.43,1
725,20130131:0507,0.271,0.15,0.15,0.85,0.57,1
726,20130131:0607,0.298,0.46,0.46,0.5,0.71,1
727,20130131:0707,0.271,0.92,0.92,0.1,0.86,1
728,20130131:0807,0.227,0.92,0.92,0.1,1.0,1
729,20130131:0907,0.233,1.0,1.0,0.1,1.0,1
730,20130131:1007,0.268,1.0,1.0,0.1,1.0,1
731,20130131:1107,0.288,1.0,1.0,1.0,0.86,1
732,20130131:1207,0.374,1.0,1.0,1.0,0.71,1
733,20130131:1307,0.281,1.0,1.0,1.0,0.71,1
734,20130131:1407,0.226,1.0,1.0,0.5,0.86,1
735,20130131:1507,0.215,1.0,1.0,1.0,0.86,1
736,20130131:1607,0.221,0.85,0.85,1.0,1.0,1
737,20130131:1707,0.356,0.31,0.31,0.5,1.0,1
738,20130131:1807,0.667,0.15,0.15,1.0,0.71,1
739,20130131:1907,0.543,0.0,0.15,1.0,0.57,0
740,20130131:2007,0.366,0.15,0.15,0.1,0.29,1
741,20130131:2107,0.26,0.15,0.15,0.1,0.14,1
742,20130131:2207,0.162,0.15,0.15,0.1,0.14,1
743,20130131:2307,0.11,0.15,0.15,0.1,0.14,1
744,20130201:0007,0.061,0.15,0.15,0.1,0.14,1
745,20130201:0107,0.053,0.15,0.15,0.1,0.14,1
746,20130201:0207,0.053,0.15,0.15,0.1,0.14,1
747,20130201:0307,0.053,0.15,0.15,0.1,0.29,1
748,20130201:0407,0.183,0.15,0.15,0.85,0.43,1
749,20130201:0507,0.281,0.15,0.15,0.85,0.57,1
750,20130201:0607,0.309,0.46,0.46,0.5,0.71,1
751,20130201:0707,0.281,0.0,0.92,0.1,0.86,0
752,20130201:0807,0.236,0.92,0.92,0.1,1.0,1
753,20130201:0907,0.242,1.0,1.0,0.1,1.0,1
754,20130201:1007,0.278,1.0,1.0,0.1,1.0,1
755,20130201:1107,0.299,1.0,1.0,1.0,0.86,1
756,20130201:1207,0.0,1.0,1.0,1.0,0.71,0
757,20130201:1307,0.292,1.0,1.0,1.0,0.71,1
758,20130201:1407,0.235,1.0,1.0,0.5,0.86,1
759,20130201:1507,0.223,1.0,1.0,1.0,0.86,1
760,20130201:1607,0.23,0.85,0.85,1.0,1.0,1
761,20130201:1707,0.37,0.31,0.31,0.5,1.0,1
762,20130201:1807,0.692,0.15,0.15,1.0,0.71,1
763,20130201:1907,0.563,0.15,0.15,1.0,0.57,1
764,20130201:2007,0.38,0.15,0.15,0.1,0.29,1
765,20130201:2107,0.269,0.15,0.15,0.1,0.14,1
766,20130201:2207,0.169,0.15,0.15,0.1,0.14,1
767,20130201:2307,0.114,0.15,0.15,0.1,0.14,1
768,20130202:0007,0.061,0.15,0.15,0.1,0.14,1
769,20130202:0107,0.053,0.15,0.15,0.1,0.14,1
770,20130202:0207,0.053,0.15,0.15,0.1,0.14,1
771,20130202:0307,0.053,0.15,0.15,0.1,0.29,1
772,20130202:0407,0.183,0.15,0.15,0.85,0.43,1
773,20130202:0507,0.281,0.15,0.15,0.85,0.57,1
774,20130202:0607,0.309,0.46,0.46,0.5,0.71,1
775,20130202:0707,0.281,0.92,0.92,0.1,0.86,1
776,20130202:0807,0.236,0.92,0.92,0.1,1.0,1
777,20130202:0907,0.242,1.0,1.0,0.1,1.0,1
778,20130202:1007,0.278,1.0,1.0,0.1,1.0,1
779,20130202:1107,0.299,1.0,1.0,1.0,0.86,1
780,20130202:1207,0.389,1.0,1.0,1.0,0.71,1
781,20130202:1307,0.292,1.0,1.0,1.0,0.71,1
782,20130202:1407,0.235,1.0,1.0,0.5,0.86,1
783,20130202:1507,0.223,1.0,1.0,1.0,0.86,1
784,20130202:1607,0.23,0.85,0.85,1.0,1.0,1
785,20130202:1707,0.37,0.31,0.31,0.5,1.0,1
786,20130202:1807,0.692,0.15,0.15,1.0,0.71,1
787,20130202:1907,0.563,0.15,0.15,1.0,0.57,1
788,20130202:2007,0.38,0.15,0.15,0.1,0.29,1
789,20130202:2107,0.269,0.15,0.15,0.1,0.14,1
790,20130202:2207,0.169,0.15,0.15,0.1,0.14,1
791,20130202:2307,0.114,0.15,0.15,0.1,0.14,1
792,20130203:0007,0.061,0.15,0.15,0.1,0.14,1
793,20130203:0107,0.053,0.15,0.15,0.1,0.14,1
794,20130203:0207,0.053,0.15,0.15,0.1,0.14,1
795,20130203:0307,0.053,0.15,0.15,0.1,0.29,1
796,20130203:0407,0.183,0.15,0.15,0.85,0.43,1
797,20130203:0507,0.281,0.15,0.15,0.85,0.57,1
798,20130203:0607,0.309,0.46,0.46,0.5,0.71,1
799,20130203:0707,0.281,0.92,0.92,0.1,0.86,1
800,20130203:0807,0.236,0.92,0.92,0.1,1.0,1
801,20130203:0907,0.242,1.0,1.0,0.1,1.0,1
802,20130203:1007,0.278,1.0,1.0,0.1,1.0,1
803,20130203:1107,0.299,1.0,1.0,1.0,0.86,1
804,20130203:1207,0.389,1.0,1.0,1.0,0.71,1
805,20130203:1307,0.292,1.0,1.0,1.0,0.71,1
806,20130203:1407,0.235,1.0,1.0,0.5,0.86,1
807,20130203:1507,0.223,1.0,1.0,1.0,0.86,1
808,20130203:1607,0.23,0.85,0.85,1.0,1.0,1
809,20130203:1707,0.37,0.31,0.31,0.5,1.0,1
810,20130203:1807,0.692,0.15,0.15,1.0,0.71,1
811,20130203:1907,0.563,0.15,0.15,1.0,0.57,1
812,20130203:2007,0.38,0.15,0.15,0.1,0.29,1
813,20130203:2107,0.269,0.15,0.15,0.1,0.14,1
814,20130203:2207,0.169,0.15,0.15,0.1,0.14,1
815,20130203:2307,0.114,0.15,0.15,0.1,0.14,1
816,20130204:0007,0.061,0.15,0.15,0.1,0.14,1
817,20130204:0107,0.053,0.15,0.15,0.1,0.14,1
818,20130204:0207,0.053,0.0,0.15,0.1,0.14,0
819,20130204:0307,0.053,0.15,0.15,0.1,0.29,1
820,20130204:0407,0.183,0.15,0.15,0.85,0.43,1
821,20130204:0507,0.281,0.15,0.15,0.85,0.57,1
822,20130204:0607,0.309,0.46,0.46,0.5,0.71,1
823,20130204:0707,0.281,0.92,0.92,0.1,0.86,1
824,20130204:0807,0.236,0.92,0.92,0.1,1.0,1
825,20130204:0907,0.242,1.0,1.0,0.1,1.0,1
826,20130204:1007,0.278,1.0,1.0,0.1,1.0,1
827,20130204:1107,0.299,1.0,1.0,1.0,0.86,1
828,20130204:1207,0.389,1.0,1.0,1.0,0.71,1
829,20130204:1307,0.292,1.0,1.0,1.0,0.71,1
830,20130204:1407,0.235,1.0,1.0,0.5,0.86,1
831,20130204:1507,0.223,1.0,1.0,1.0,0.86,1
832,20130204:1607,0.23,0.85,0.85,1.0,1.0,1
833,20130204:1707,0.37,0.31,0.31,0.5,1.0,1
834,20130204:1807,0.692,0.15,0.15,1.0,0.71,1
835,20130204:1907,0.563,0.15,0.15,1.0,0.57,1
836,20130204:2007,0.38,0.15,0.15,0.1,0.29,1
837,20130204:2107,0.269,0.15,0.15,0.1,0.14,1
838,20130204:2207,0.169,0.15,0.15,0.1,0.14,1
839,20130204:2307,0.114,0.15,0.15,0.1,0.14,1
840,20130205:0007,0.061,0.15,0.15,0.1,0.14,1
841,20130205:0107,0.053,0.15,0.15,0.1,0.14,1
842,20130205:0207,0.053,0.15,0.15,0.1,0.14,1
843,20130205:0307,0.053,0.15,0.15,0.1,0.29,1
844,20130205:0407,0.183,0.15,0.15,0.85,0.43,1
845,20130205:0507,0.281,0.15,0.15,0.85,0.57,1
846,20130205:0607,0.309,0.46,0.46,0.5,0.71,1
847,20130205:0707,0.281,0.92,0.92,0.1,0.86,1
848,20130205:0807,0.236,0.92,0.92,0.1,1.0,1
849,20130205:0907,0.242,1.0,1.0,0.1,1.0,1
850,20130205:1007,0.278,1.0,1.0,0.1,1.0,1
851,20130205:1107,0.299,1.0,1.0,1.0,0.86,1
852,20130205:1207,0.389,1.0,1.0,1.0,0.71,1
853,20130205:1307,0.292,1.0,1.0,1.0,0.71,1
854,20130205:1407,0.235,1.0,1.0,0.5,0.86,1
855,20130205:1507,0.223,1.0,1.0,1.0,0.86,1
856,20130205:1607,0.23,0.85,0.85,1.0,1.0,1
857,20130205:1707,0.37,0.31,0.31,0.5,1.0,1
858,20130205:1807,0.692,0.15,0.15,1.0,0.71,1
859,20130205:1907,0.563,0.15,0.15,1.0,0.57,1
860,20130205:2007,0.38,0.15,0.15,0.1,0.29,1
861,20130205:2107,0.269,0.15,0.15,0.1,0.14,1
862,20130205:2207,0.169,0.15,0.15,0.1,0.14,1
863,20130205:2307,0.114,0.15,0.15,0.1,0.14,1
864,20130206:0007,0.061,0.15,0.15,0.1,0.14,1
865,20130206:0107,0.053,0.15,0.15,0.1,0.14,1
866,20130206:0207,0.053,0.15,0.15,0.1,0.14,1
867,20130206:0307,0.053,0.15,0.15,0.1,0.29,1
868,20130206:0407,0.183,0.15,0.0,0.85,0.43,0
869,20130206:0507,0.281,0.15,0.15,0.85,0.57,1
870,20130206:0607,0.309,0.46,0.46,0.5,0.71,1
871,20130206:0707,0.281,0.92,0.92,0.1,0.86,1
872,20130206:0807,0.236,0.92,0.92,0.1,1.0,1
873,20130206:0907,0.242,1.0,1.0,0.1,1.0,1
874,20130206:1007,0.278,1.0,1.0,0.1,1.0,1
875,20130206:1107,0.299,1.0,0.0,1.0,0.86,0
876,20130206:1207,0.389,1.0,1.0,1.0,0.0,0
877,20130206:1307,0.292,1.0,1.0,1.0,0.71,1
878,20130206:1407,0.235,1.0,1.0,0.5,0.86,1
879,20130206:1507,0.223,1.0,1.0,1.0,0.86,1
880,20130206:1607,0.23,0.85,0.85,1.0,1.0,1
881,20130206:1707,0.37,0.31,0.31,0.5,1.0,1
882,20130206:1807,0.692,0.15,0.15,1.0,0.71,1
883,20130206:1907,0.563,0.15,0.15,1.0,0.57,1
884,20130206:2007,0.38,0.15,0.15,0.1,0.29,1
885,20130206:2107,0.269,0.15,0.15,0.1,0.14,1
886,20130206:2207,0.169,0.15,0.15,0.1,0.14,1
887,20130206:2307,0.114,0.15,0.15,0.1,0.14,1
888,20130207:0007,0.061,0.15,0.15,0.1,0.14,1
889,20130207:0107,0.053,0.15,0.15,0.1,0.14,1
890,20130207:0207,0.053,0.15,0.15,0.1,0.14,1
891,20130207:0307,0.053,0.15,0.15,0.1,0.29,1
892,20130207:0407,0.183,0.15,0.15,0.85,0.43,1
893,20130207:0507,0.281,0.15,0.15,0.85,0.57,1
894,20130207:0607,0.309,0.46,0.46,0.5,0.71,1
895,20130207:0707,0.281,0.92,0.92,0.1,0.86,1
896,20130207:0807,0.236,0.92,0.92,0.1,1.0,1
