,Time,value,Class_name
1068,20130301:0307,0,0
1069,20130301:0407,0,0
1070,20130301:0507,0,0
1071,20130301:0607,0,1
1072,20130301:0707,0,1
1073,20130301:0807,0,1
1074,20130301:0907,0,1
1075,20130301:1007,0,1
1076,20130301:1107,0,1
1077,20130301:1207,0,1
1078,20130301:1307,0,1
1079,20130301:1407,0,1
1080,20130301:1507,0,1
1081,20130301:1607,0,1
1082,20130301:1707,0,1
1083,20130301:1807,0,2
1084,20130301:1907,0,2
1085,20130301:2007,0,0
1086,20130301:2107,0,0
1087,20130301:2207,0,0
1088,20130301:2307,0,0
1089,20130302:0007,0,0
1090,20130302:0107,0,0
1091,20130302:0207,0,0
1092,20130302:0307,0,0
1093,20130302:0407,0,0
1094,20130302:0507,0,0
1095,20130302:0607,0,1
1096,20130302:0707,0,1
1097,20130302:0807,0,1
1098,20130302:0907,0,1
1099,20130302:1007,0,1
1100,20130302:1107,0,1
1101,20130302:1207,0,1
1102,20130302:1307,0,1
1103,20130302:1407,0,1
1104,20130302:1507,0,1
1105,20130302:1607,0,1
1106,20130302:1707,0,3
1107,20130302:1807,0,2
1108,20130302:1907,0,2
1109,20130302:2007,0,0
1110,20130302:2107,0,0
1111,20130302:2207,0,0
1112,20130302:2307,0,0
1113,20130303:0007,0,0
1114,20130303:0107,0,0
1115,20130303:0207,0,0
1116,20130303:0307,0,0
1117,20130303:0407,0,0
1118,20130303:0507,0,0
1119,20130303:0607,0,1
1120,20130303:0707,0,1
1121,20130303:0807,0,1
1122,20130303:0907,0,1
1123,20130303:1007,0,1
1124,20130303:1107,0,1
1125,20130303:1207,0,1
1126,20130303:1307,0,3
1127,20130303:1407,0,1
1128,20130303:1507,0,1
1129,20130303:1607,0,1
1130,20130303:1707,0,1
1131,20130303:1807,0,2
1132,20130303:1907,0,2
1133,20130303:2007,0,0
1134,20130303:2107,0,0
1135,20130303:2207,0,0
1136,20130303:2307,0,0
1137,20130304:0007,0,0
1138,20130304:0107,0,0
1139,20130304:0207,0,0
1140,20130304:0307,0,0
1141,20130304:0407,0,0
1142,20130304:0507,0,0
1143,20130304:0607,0,1
1144,20130304:0707,0,1
1145,20130304:0807,0,1
1146,20130304:0907,0,1
1147,20130304:1007,0,1
1148,20130304:1107,0,1
1149,20130304:1207,0,1
1150,20130304:1307,0,1
1151,20130304:1407,0,1
1152,20130304:1507,0,1
1153,20130304:1607,0,1
1154,20130304:1707,0,1
1155,20130304:1807,0,2
1156,20130304:1907,0,2
1157,20130304:2007,0,0
1158,20130304:2107,0,0
1159,20130304:2207,0,0
1160,20130304:2307,0,0
1161,20130305:0007,0,0
1162,20130305:0107,0,0
1163,20130305:0207,0,0
1164,20130305:0307,0,0
1165,20130305:0407,0,0
1166,20130305:0507,0,0
1167,20130305:0607,0,1
1168,20130305:0707,0,1
1169,20130305:0807,0,1
1170,20130305:0907,0,1
1171,20130305:1007,0,1
1172,20130305:1107,0,1
1173,20130305:1207,0,1
1174,20130305:1307,0,1
1175,20130305:1407,0,1
1176,20130305:1507,0,1
1177,20130305:1607,0,1
1178,20130305:1707,0,1
1179,20130305:1807,0,2
1180,20130305:1907,0,2
1181,20130305:2007,0,0
1182,20130305:2107,0,0
1183,20130305:2207,0,0
1184,20130305:2307,0,0
1185,20130306:0007,0,0
1186,20130306:0107,0,0
1187,20130306:0207,0,0
1188,20130306:0307,0,0
1189,20130306:0407,0,0
1190,20130306:0507,0,0
1191,20130306:0607,0,1
1192,20130306:0707,0,1
1193,20130306:0807,0,1
1194,20130306:0907,0,1
1195,20130306:1007,0,1
1196,20130306:1107,0,1
1197,20130306:1207,0,1
1198,20130306:1307,0,1
1199,20130306:1407,0,1
1200,20130306:1507,0,1
1201,20130306:1607,0,1
1202,20130306:1707,0,1
1203,20130306:1807,0,2
1204,20130306:1907,0,2
1205,20130306:2007,0,0
1206,20130306:2107,0,0
1207,20130306:2207,0,0
1208,20130306:2307,0,0
1209,20130307:0007,0,0
1210,20130307:0107,0,0
1211,20130307:0207,0,0
1212,20130307:0307,0,0
1213,20130307:0407,0,0
1214,20130307:0507,0,0
1215,20130307:0607,0,1
1216,20130307:0707,0,1
1217,20130307:0807,0,1
1218,20130307:0907,0,1
1219,20130307:1007,0,1
1220,20130307:1107,0,1
1221,20130307:1207,0,1
1222,20130307:1307,0,1
1223,20130307:1407,0,1
1224,20130307:1507,0,1
1225,20130307:1607,0,1
1226,20130307:1707,0,1
1227,20130307:1807,0,2
1228,20130307:1907,0,2
1229,20130307:2007,0,0
1230,20130307:2107,0,0
1231,20130307:2207,0,0
1232,20130307:2307,0,0
1233,20130308:0007,0,0
1234,20130308:0107,0,0
1235,20130308:0207,0,0
1236,20130308:0307,0,0
1237,20130308:0407,0,0
1238,20130308:0507,0,0
1239,20130308:0607,0,1
1240,20130308:0707,0,1
1241,20130308:0807,0,1
1242,20130308:0907,0,1
1243,20130308:1007,0,1
1244,20130308:1107,0,1
1245,20130308:1207,0,1
1246,20130308:1307,0,1
1247,20130308:1407,0,1
1248,20130308:1507,0,1
1249,20130308:1607,0,1
1250,20130308:1707,0,1
1251,20130308:1807,0,2
1252,20130308:1907,0,2
1253,20130308:2007,0,0
1254,20130308:2107,0,0
1255,20130308:2207,0,0
1256,20130308:2307,0,0
1257,20130309:0007,0,0
1258,20130309:0107,0,0
1259,20130309:0207,0,0
1260,20130309:0307,0,0
1261,20130309:0407,0,0
1262,20130309:0507,0,0
1263,20130309:0607,0,1
1264,20130309:0707,0,1
1265,20130309:0807,0,1
1266,20130309:0907,0,1
1267,20130309:1007,0,1
1268,20130309:1107,0,1
1269,20130309:1207,0,1
1270,20130309:1307,0,1
1271,20130309:1407,0,1
1272,20130309:1507,0,1
1273,20130309:1607,0,1
1274,20130309:1707,0,1
1275,20130309:1807,0,3
1276,20130309:1907,0,2
1277,20130309:2007,0,0
1278,20130309:2107,0,0
1279,20130309:2207,0,0
1280,20130309:2307,0,0
1281,20130310:0007,0,0
1282,20130310:0107,0,0
1283,20130310:0207,0,0
1284,20130310:0307,0,0
1285,20130310:0407,0,0
1286,20130310:0507,0,0
1287,20130310:0607,0,1
1288,20130310:0707,0,1
1289,20130310:0807,0,1
1290,20130310:0907,0,1
1291,20130310:1007,0,1
1292,20130310:1107,0,1
1293,20130310:1207,0,1
1294,20130310:1307,0,1
1295,20130310:1407,0,1
1296,20130310:1507,0,1
1297,20130310:1607,0,1
1298,20130310:1707,0,1
1299,20130310:1807,0,2
1300,20130310:1907,0,2
1301,20130310:2007,0,0
1302,20130310:2107,0,0
1303,20130310:2207,0,0
1304,20130310:2307,0,0
1305,20130311:0007,0,0
1306,20130311:0107,0,0
1307,20130311:0207,0,0
1308,20130311:0307,0,0
1309,20130311:0407,0,0
1310,20130311:0507,0,0
1311,20130311:0607,0,1
1312,20130311:0707,0,1
1313,20130311:0807,0,1
1314,20130311:0907,0,1
1315,20130311:1007,0,1
1316,20130311:1107,0,1
1317,20130311:1207,0,1
1318,20130311:1307,0,1
1319,20130311:1407,0,1
1320,20130311:1507,0,1
1321,20130311:1607,0,1
1322,20130311:1707,0,1
1323,20130311:1807,0,2
1324,20130311:1907,0,2
1325,20130311:2007,0,0
1326,20130311:2107,0,0
1327,20130311:2207,0,0
1328,20130311:2307,0,0
1329,20130312:0007,0,0
1330,20130312:0107,0,0
1331,20130312:0207,0,0
1332,20130312:0307,0,0
1333,20130312:0407,0,0
1334,20130312:0507,0,0
1335,20130312:0607,0,1
1336,20130312:0707,0,1
1337,20130312:0807,0,1
1338,20130312:0907,0,1
1339,20130312:1007,0,1
1340,20130312:1107,0,1
1341,20130312:1207,0,1
1342,20130312:1307,0,1
1343,20130312:1407,0,1
1344,20130312:1507,0,1
1345,20130312:1607,0,1
1346,20130312:1707,0,1
1347,20130312:1807,0,2
1348,20130312:1907,0,2
1349,20130312:2007,0,0
1350,20130312:2107,0,0
1351,20130312:2207,0,0
1352,20130312:2307,0,0
1353,20130313:0007,0,0
1354,20130313:0107,0,0
1355,20130313:0207,0,0
1356,20130313:0307,0,0
1357,20130313:0407,0,0
1358,20130313:0507,0,0
1359,20130313:0607,0,1
1360,20130313:0707,0,1
1361,20130313:0807,0,1
1362,20130313:0907,0,1
1363,20130313:1007,0,1
1364,20130313:1107,0,1
1365,20130313:1207,0,1
1366,20130313:1307,0,1
1367,20130313:1407,0,1
1368,20130313:1507,0,1
1369,20130313:1607,0,1
1370,20130313:1707,0,1
1371,20130313:1807,0,2
1372,20130313:1907,0,2
1373,20130313:2007,0,0
1374,20130313:2107,0,0
1375,20130313:2207,0,0
1376,20130313:2307,0,0
1377,20130314:0007,0,0
1378,20130314:0107,0,0
1379,20130314:0207,0,0
1380,20130314:0307,0,0
1381,20130314:0407,0,0
1382,20130314:0507,0,0
1383,20130314:0607,0,1
1384,20130314:0707,0,1
1385,20130314:0807,0,1
1386,20130314:0907,0,1
1387,20130314:1007,0,1
1388,20130314:1107,0,1
1389,20130314:1207,0,1
1390,20130314:1307,0,1
1391,20130314:1407,0,1
1392,20130314:1507,0,1
1393,20130314:1607,0,1
1394,20130314:1707,0,1
1395,20130314:1807,0,2
1396,20130314:1907,0,2
1397,20130314:2007,0,0
1398,20130314:2107,0,0
1399,20130314:2207,0,0
1400,20130314:2307,0,0
1401,20130315:0007,0,0
1402,20130315:0107,0,0
1403,20130315:0207,0,0
1404,20130329:1807,0,2
1405,20130329:1907,0,2
1406,20130329:2007,0,0
1407,20130329:2107,0,0
1408,20130329:2207,0,0
1409,20130329:2307,0,0
1410,20130330:0007,0,0
1411,20130330:0107,0,0
1412,20130330:0207,0,0
1413,20130330:0307,0,0
1414,20130330:0407,0,0
1415,20130330:0507,0,0
1416,20130330:0607,0,1
1417,20130330:0707,0,1
1418,20130330:0807,0,1
1419,20130330:0907,0,1
1420,20130330:1007,0,1
1421,20130330:1107,0,1
1422,20130330:1207,0,1
1423,20130330:1307,0,1
1424,20130330:1407,0,1
1425,20130330:1507,0,1
1426,20130330:1607,0,1
1427,20130330:1707,0,1
1428,20130330:1807,0,2
1429,20130330:1907,0,2
1430,20130330:2007,0,0
1431,20130330:2107,0,0
1432,20130330:2207,0,0
1433,20130330:2307,0,0
1434,20130331:0007,0,0
1435,20130331:0107,0,0
1436,20130331:0207,0,0
1437,20130331:0307,0,0
1438,20130331:0407,0,0
1439,20130331:0507,0,0
1440,20130331:0607,0,1
1441,20130331:0707,0,1
1442,20130331:0807,0,1
1443,20130331:0907,0,1
1444,20130331:1007,0,1
1445,20130331:1107,0,1
1446,20130331:1207,0,1
1447,20130331:1307,0,1
1448,20130331:1407,0,1
1449,20130331:1507,0,1
1450,20130331:1607,0,1
1451,20130331:1707,0,1
1452,20130331:1807,0,2
1453,20130331:1907,0,2
1454,20130331:2007,0,0
1455,20130331:2107,0,0
1456,20130331:2207,0,0
1457,20130331:2307,0,0
1458,20130401:0007,0,0
1459,20130401:0107,0,0
1460,20130401:0207,0,0
1461,20130401:0307,0,0
1462,20130401:0407,0,0
1463,20130401:0507,0,0
1464,20130401:0607,0,1
1465,20130401:0707,0,1
1466,20130401:0807,0,1
1467,20130401:0907,0,1
1468,20130401:1007,0,1
1469,20130401:1107,0,1
1470,20130401:1207,0,1
1471,20130401:1307,0,1
1472,20130401:1407,0,1
1473,20130401:1507,0,1
1474,20130401:1607,0,1
1475,20130401:1707,0,1
1476,20130401:1807,0,2
1477,20130401:1907,0,2
1478,20130401:2007,0,0
1479,20130401:2107,0,0
1480,20130401:2207,0,0
1481,20130401:2307,0,0
1482,20130402:0007,0,0
1483,20130402:0107,0,0
1484,20130402:0207,0,0
1485,20130402:0307,0,0
1486,20130402:0407,0,0
1487,20130402:0507,0,0
1488,20130402:0607,0,1
1489,20130402:0707,0,1
1490,20130402:0807,0,1
1491,20130402:0907,0,1
1492,20130402:1007,0,1
1493,20130402:1107,0,1
1494,20130402:1207,0,1
1495,20130402:1307,0,1
1496,20130402:1407,0,1
1497,20130402:1507,0,1
1498,20130402:1607,0,1
1499,20130402:1707,0,1
1500,20130402:1807,0,2
1501,20130402:1907,0,2
1502,20130402:2007,0,0
1503,20130402:2107,0,0
1504,20130402:2207,0,0
1505,20130402:2307,0,0
1506,20130403:0007,0,0
1507,20130403:0107,0,0
1508,20130403:0207,0,0
1509,20130403:0307,0,0
1510,20130403:0407,0,0
1511,20130403:0507,0,0
1512,20130403:0607,0,1
1513,20130403:0707,0,1
1514,20130403:0807,0,1
1515,20130403:0907,0,1
1516,20130403:1007,0,1
1517,20130403:1107,0,1
1518,20130403:1207,0,1
1519,20130403:1307,0,1
1520,20130403:1407,0,1
1521,20130403:1507,0,1
1522,20130403:1607,0,1
1523,20130403:1707,0,1
1524,20130403:1807,0,2
1525,20130403:1907,0,2
1526,20130403:2007,0,0
1527,20130403:2107,0,0
1528,20130403:2207,0,0
1529,20130403:2307,0,0
1530,20130404:0007,0,0
1531,20130404:0107,0,0
1532,20130404:0207,0,0
1533,20130404:0307,0,0
1534,20130404:0407,0,0
1535,20130404:0507,0,0
1536,20130404:0607,0,1
1537,20130404:0707,0,1
1538,20130404:0807,0,1
1539,20130404:0907,0,1
1540,20130404:1007,0,1
1541,20130404:1107,0,1
1542,20130404:1207,0,1
1543,20130404:1307,0,1
1544,20130404:1407,0,1
1545,20130404:1507,0,1
1546,20130404:1607,0,1
1547,20130404:1707,0,1
1548,20130404:1807,0,2
1549,20130404:1907,0,2
1550,20130404:2007,0,0
1551,20130404:2107,0,0
1552,20130404:2207,0,0
1553,20130404:2307,0,0
1554,20130405:0007,0,0
1555,20130405:0107,0,0
1556,20130405:0207,0,0
1557,20130405:0307,0,0
1558,20130405:0407,0,0
1559,20130405:0507,0,0
1560,20130405:0607,0,1
1561,20130405:0707,0,1
1562,20130405:0807,0,1
1563,20130405:0907,0,1
1564,20130405:1007,0,1
1565,20130405:1107,0,1
1566,20130405:1207,0,1
1567,20130405:1307,0,1
1568,20130405:1407,0,1
1569,20130405:1507,0,1
1570,20130405:1607,0,1
1571,20130405:1707,0,1
1572,20130405:1807,0,2
1573,20130405:1907,0,2
1574,20130405:2007,0,0
1575,20130405:2107,0,0
1576,20130405:2207,0,0
1577,20130405:2307,0,0
1578,20130406:0007,0,0
1579,20130406:0107,0,0
1580,20130406:0207,0,0
1581,20130406:0307,0,0
1582,20130406:0407,0,0
1583,20130406:0507,0,0
1584,20130406:0607,0,1
1585,20130406:0707,0,1
1586,20130406:0807,0,1
1587,20130406:0907,0,1
1588,20130406:1007,0,1
1589,20130406:1107,0,3
1590,20130406:1207,0,1
1591,20130406:1307,0,1
1592,20130406:1407,0,1
1593,20130406:1507,0,1
1594,20130406:1607,0,1
1595,20130406:1707,0,1
1596,20130406:1807,0,2
1597,20130406:1907,0,2
1598,20130406:2007,0,0
1599,20130406:2107,0,0
1600,20130406:2207,0,0
1601,20130406:2307,0,0
1602,20130407:0007,0,0
1603,20130407:0107,0,0
1604,20130407:0207,0,0
1605,20130407:0307,0,0
1606,20130407:0407,0,0
1607,20130407:0507,0,0
1608,20130407:0607,0,1
1609,20130407:0707,0,1
1610,20130407:0807,0,1
1611,20130407:0907,0,1
1612,20130407:1007,0,1
1613,20130407:1107,0,1
1614,20130407:1207,0,1
1615,20130407:1307,0,1
1616,20130407:1407,0,1
1617,20130407:1507,0,1
1618,20130407:1607,0,1
1619,20130407:1707,0,1
1620,20130407:1807,0,2
1621,20130407:1907,0,2
1622,20130407:2007,0,0
1623,20130407:2107,0,0
1624,20130407:2207,0,0
1625,20130407:2307,0,0
1626,20130408:0007,0,0
1627,20130408:0107,0,0
1628,20130408:0207,0,0
1629,20130408:0307,0,0
1630,20130408:0407,0,0
1631,20130408:0507,0,0
1632,20130408:0607,0,1
1633,20130408:0707,0,1
1634,20130408:0807,0,1
1635,20130408:0907,0,1
1636,20130408:1007,0,1
1637,20130408:1107,0,1
1638,20130408:1207,0,1
1639,20130408:1307,0,1
1640,20130408:1407,0,1
1641,20130408:1507,0,1
1642,20130408:1607,0,1
1643,20130408:1707,0,1
1644,20130408:1807,0,2
1645,20130408:1907,0,2
1646,20130408:2007,0,0
1647,20130408:2107,0,0
1648,20130408:2207,0,0
1649,20130408:2307,0,0
1650,20130409:0007,0,0
1651,20130409:0107,0,0
1652,20130409:0207,0,0
1653,20130409:0307,0,0
1654,20130409:0407,0,0
1655,20130409:0507,0,0
1656,20130409:0607,0,1
1657,20130409:0707,0,1
1658,20130409:0807,0,1
1659,20130409:0907,0,1
1660,20130409:1007,0,1
1661,20130409:1107,0,1
1662,20130409:1207,0,1
1663,20130409:1307,0,1
1664,20130409:1407,0,1
1665,20130409:1507,0,1
1666,20130409:1607,0,1
1667,20130409:1707,0,1
1668,20130409:1807,0,2
1669,20130409:1907,0,2
1670,20130409:2007,0,0
1671,20130409:2107,0,0
1672,20130409:2207,0,0
1673,20130409:2307,0,0
1674,20130410:0007,0,0
1675,20130410:0107,0,0
1676,20130410:0207,0,0
1677,20130410:0307,0,0
1678,20130410:0407,0,0
1679,20130410:0507,0,0
1680,20130410:0607,0,1
1681,20130410:0707,0,1
1682,20130410:0807,0,1
1683,20130410:0907,0,1
1684,20130410:1007,0,1
1685,20130410:1107,0,1
1686,20130410:1207,0,1
1687,20130410:1307,0,1
1688,20130410:1407,0,1
1689,20130410:1507,0,1
1690,20130410:1607,0,1
1691,20130410:1707,0,1
1692,20130410:1807,0,2
1693,20130410:1907,0,2
1694,20130410:2007,0,0
1695,20130410:2107,0,0
1696,20130410:2207,0,0
1697,20130410:2307,0,0
1698,20130411:0007,0,0
1699,20130411:0107,0,0
1700,20130411:0207,0,0
1701,20130411:0307,0,0
1702,20130411:0407,0,0
1703,20130411:0507,0,0
1704,20130411:0607,0,1
1705,20130411:0707,0,1
1706,20130411:0807,0,1
1707,20130411:0907,0,1
1708,20130411:1007,0,1
1709,20130411:1107,0,1
1710,20130411:1207,0,1
1711,20130411:1307,0,1
1712,20130411:1407,0,1
1713,20130411:1507,0,1
1714,20130411:1607,0,1
1715,20130411:1707,0,1
1716,20130411:1807,0,2
1717,20130411:1907,0,2
1718,20130411:2007,0,0
1719,20130411:2107,0,0
1720,20130411:2207,0,0
1721,20130411:2307,0,0
1722,20130412:0007,0,0
1723,20130412:0107,0,0
1724,20130412:0207,0,0
1725,20130412:0307,0,0
1726,20130412:0407,0,0
1727,20130412:0507,0,0
1728,20130412:0607,0,1
1729,20130412:0707,0,1
1730,20130412:0807,0,1
1731,20130412:0907,0,1
1732,20130412:1007,0,1
1733,20130412:1107,0,1
1734,20130412:1207,0,1
1735,20130412:1307,0,1
1736,20130412:1407,0,1
1737,20130412:1507,0,1
1738,20130412:1607,0,1
1739,20130412:1707,0,1
1740,20130412:1807,0,2
1741,20130412:1907,0,2
1742,20130412:2007,0,0
1743,20130412:2107,0,0
1744,20130412:2207,0,0
1745,20130412:2307,0,0
1746,20130413:0007,0,0
1747,20130413:0107,0,0
1748,20130413:0207,0,0
1749,20130413:0307,0,0
1750,20130413:0407,0,0
1751,20130413:0507,0,0
1752,20130413:0607,0,1
1753,20130413:0707,0,1
1754,20130413:0807,0,1
1755,20130413:0907,0,1
1756,20130413:1007,0,1
1757,20130413:1107,0,1
1758,20130413:1207,0,1
1759,20130413:1307,0,1
1760,20130413:1407,0,1
1761,20130413:1507,0,1
1762,20130413:1607,0,1
1763,20130413:1707,0,1
1764,20130413:1807,0,2
1765,20130413:1907,0,2
1766,20130413:2007,0,0
1767,20130413:2107,0,0
1768,20130413:2207,0,0
1769,20130413:2307,0,0
1770,20130414:0007,0,0
1771,20130414:0107,0,0
1772,20130414:0207,0,0
1773,20130414:0307,0,0
1774,20130414:0407,0,0
1775,20130414:0507,0,0
1776,20130414:0607,0,1
1777,20130414:0707,0,1
1778,20130414:0807,0,1
1779,20130414:0907,0,1
1780,20130414:1007,0,1
1781,20130414:1107,0,1
1782,20130414:1207,0,1
1783,20130414:1307,0,1
1784,20130414:1407,0,1
1785,20130414:1507,0,1
1786,20130414:1607,0,1
1787,20130414:1707,0,1
1788,20130414:1807,0,2
1789,20130414:1907,0,2
1790,20130414:2007,0,0
1791,20130414:2107,0,0
1792,20130414:2207,0,0
1793,20130414:2307,0,0
1794,20130415:0007,0,0
1795,20130415:0107,0,0
1796,20130415:0207,0,0
1797,20130415:0307,0,0
1798,20130415:0407,0,0
1799,20130415:0507,0,0
1800,20130415:0607,0,1
1801,20130415:0707,0,1
1802,20130415:0807,0,1
1803,20130415:0907,0,1
1804,20130415:1007,0,1
1805,20130415:1107,0,1
1806,20130415:1207,0,1
1807,20130415:1307,0,1
1808,20130415:1407,0,1
1809,20130415:1507,0,1
1810,20130415:1607,0,1
1811,20130415:1707,0,1
1812,20130415:1807,0,2
1813,20130415:1907,0,2
1814,20130415:2007,0,0
1815,20130415:2107,0,0
1816,20130415:2207,0,0
1817,20130415:2307,0,0
1818,20130416:0007,0,0
1819,20130416:0107,0,0
1820,20130416:0207,0,0
1821,20130416:0307,0,0
1822,20130416:0407,0,0
1823,20130416:0507,0,0
1824,20130416:0607,0,1
1825,20130416:0707,0,1
1826,20130416:0807,0,1
1827,20130416:0907,0,1
1828,20130416:1007,0,3
1829,20130416:1107,0,1
1830,20130416:1207,0,1
1831,20130416:1307,0,1
1832,20130416:1407,0,1
1833,20130416:1507,0,1
1834,20130416:1607,0,1
1835,20130416:1707,0,1
1836,20130416:1807,0,2
1837,20130416:1907,0,2
1838,20130416:2007,0,0
1839,20130416:2107,0,0
1840,20130416:2207,0,0
1841,20130416:2307,0,0
1842,20130417:0007,0,0
1843,20130417:0107,0,0
1844,20130417:0207,0,0
1845,20130417:0307,0,0
1846,20130417:0407,0,0
1847,20130417:0507,0,0
1848,20130417:0607,0,1
1849,20130417:0707,0,1
1850,20130417:0807,0,1
1851,20130417:0907,0,1
1852,20130417:1007,0,1
1853,20130417:1107,0,1
1854,20130417:1207,0,1
1855,20130417:1307,0,1
1856,20130417:1407,0,1
1857,20130417:1507,0,1
1858,20130417:1607,0,1
1859,20130417:1707,0,1
1860,20130417:1807,0,2
1861,20130417:1907,0,2
1862,20130417:2007,0,0
1863,20130417:2107,0,0
1864,20130417:2207,0,0
1865,20130417:2307,0,0
1866,20130418:0007,0,0
1867,20130418:0107,0,0
1868,20130418:0207,0,0
1869,20130418:0307,0,0
1870,20130418:0407,0,0
1871,20130418:0507,0,0
1872,20130418:0607,0,1
1873,20130418:0707,0,1
1874,20130418:0807,0,1
1875,20130418:0907,0,1
1876,20130418:1007,0,1
1877,20130418:1107,0,1
1878,20130418:1207,0,1
1879,20130418:1307,0,1
1880,20130418:1407,0,1
1881,20130418:1507,0,1
1882,20130418:1607,0,1
1883,20130418:1707,0,1
1884,20130418:1807,0,2
1885,20130418:1907,0,2
1886,20130418:2007,0,0
1887,20130418:2107,0,0
1888,20130418:2207,0,0
1889,20130418:2307,0,0
1890,20130419:0007,0,0
1891,20130419:0107,0,0
1892,20130419:0207,0,0
1893,20130419:0307,0,0
1894,20130419:0407,0,0
1895,20130419:0507,0,0
1896,20130419:0607,0,1
1897,20130419:0707,0,1
1898,20130419:0807,0,1
1899,20130419:0907,0,1
1900,20130419:1007,0,1
1901,20130419:1107,0,1
1902,20130419:1207,0,1
1903,20130419:1307,0,1
1904,20130419:1407,0,1
1905,20130419:1507,0,1
1906,20130419:1607,0,1
1907,20130419:1707,0,3
1908,20130419:1807,0,2
1909,20130419:1907,0,2
1910,20130419:2007,0,0
1911,20130419:2107,0,0
1912,20130419:2207,0,0
1913,20130419:2307,0,0
1914,20130420:0007,0,0
1915,20130420:0107,0,0
1916,20130420:0207,0,0
1917,20130420:0307,0,0
1918,20130420:0407,0,0
1919,20130420:0507,0,0
1920,20130420:0607,0,1
1921,20130420:0707,0,1
1922,20130420:0807,0,1
1923,20130420:0907,0,1
1924,20130420:1007,0,1
1925,20130420:1107,0,1
1926,20130420:1207,0,1
1927,20130420:1307,0,1
1928,20130420:1407,0,1
1929,20130420:1507,0,1
1930,20130420:1607,0,1
1931,20130420:1707,0,1
1932,20130420:1807,0,2
1933,20130420:1907,0,2
1934,20130420:2007,0,0
1935,20130420:2107,0,0
1936,20130420:2207,0,0
1937,20130420:2307,0,0
1938,20130421:0007,0,0
1939,20130421:0107,0,0
1940,20130421:0207,0,0
1941,20130421:0307,0,0
1942,20130421:0407,0,0
1943,20130421:0507,0,0
1944,20130421:0607,0,1
1945,20130421:0707,0,1
1946,20130421:0807,0,1
1947,20130421:0907,0,1
1948,20130421:1007,0,1
1949,20130421:1107,0,1
1950,20130421:1207,0,1
1951,20130421:1307,0,1
1952,20130421:1407,0,1
1953,20130421:1507,0,1
1954,20130421:1607,0,1
1955,20130421:1707,0,1
1956,20130421:1807,0,2
1957,20130421:1907,0,2
1958,20130421:2007,0,0
1959,20130421:2107,0,0
1960,20130421:2207,0,0
1961,20130421:2307,0,0
1962,20130422:0007,0,0
1963,20130422:0107,0,0
1964,20130422:0207,0,0
1965,20130422:0307,0,0
1966,20130422:0407,0,0
1967,20130422:0507,0,0
1968,20130422:0607,0,1
1969,20130422:0707,0,1
1970,20130422:0807,0,1
1971,20130422:0907,0,1
1972,20130422:1007,0,1
1973,20130422:1107,0,1
1974,20130422:1207,0,1
1975,20130422:1307,0,1
1976,20130422:1407,0,1
1977,20130422:1507,0,1
1978,20130422:1607,0,1
1979,20130422:1707,0,1
1980,20130422:1807,0,2
1981,20130422:1907,0,2
1982,20130422:2007,0,0
1983,20130422:2107,0,0
1984,20130422:2207,0,0
1985,20130422:2307,0,0
1986,20130423:0007,0,0
1987,20130423:0107,0,0
1988,20130423:0207,0,0
1989,20130423:0307,0,0
1990,20130423:0407,0,0
1991,20130423:0507,0,0
1992,20130423:0607,0,1
1993,20130423:0707,0,1
1994,20130423:0807,0,1
1995,20130423:0907,0,1
1996,20130423:1007,0,1
1997,20130423:1107,0,1
1998,20130423:1207,0,1
1999,20130423:1307,0,1
2000,20130423:1407,0,1
2001,20130423:1507,0,1
2002,20130423:1607,0,1
2003,20130423:1707,0,1
2004,20130423:1807,0,2
2005,20130423:1907,0,2
2006,20130423:2007,0,0
2007,20130423:2107,0,0
2008,20130423:2207,0,0
2009,20130423:2307,0,0
2010,20130424:0007,0,0
2011,20130424:0107,0,0
2012,20130424:0207,0,0
2013,20130424:0307,0,0
2014,20130424:0407,0,0
2015,20130424:0507,0,0
2016,20130424:0607,0,1
2017,20130424:0707,0,1
2018,20130424:0807,0,1
2019,20130424:0907,0,3
2020,20130424:1007,0,1
2021,20130424:1107,0,1
2022,20130424:1207,0,1
2023,20130424:1307,0,1
2024,20130424:1407,0,1
2025,20130424:1507,0,1
2026,20130424:1607,0,1
2027,20130424:1707,0,1
2028,20130424:1807,0,2
2029,20130424:1907,0,2
2030,20130424:2007,0,0
2031,20130424:2107,0,0
2032,20130424:2207,0,0
2033,20130424:2307,0,0
2034,20130425:0007,0,0
2035,20130425:0107,0,0
2036,20130425:0207,0,0
2037,20130425:0307,0,0
2038,20130425:0407,0,0
2039,20130425:0507,0,0
2040,20130425:0607,0,1
2041,20130425:0707,0,1
2042,20130425:0807,0,1
2043,20130425:0907,0,1
2044,20130425:1007,0,1
2045,20130425:1107,0,1
2046,20130425:1207,0,1
2047,20130425:1307,0,1
2048,20130425:1407,0,1
2049,20130425:1507,0,1
2050,20130425:1607,0,1
2051,20130425:1707,0,1
2052,20130425:1807,0,2
2053,20130425:1907,0,2
2054,20130425:2007,0,0
2055,20130425:2107,0,0
2056,20130425:2207,0,0
2057,20130425:2307,0,0
2058,20130426:0007,0,0
2059,20130426:0107,0,0
2060,20130426:0207,0,0
2061,20130426:0307,0,0
2062,20130426:0407,0,0
2063,20130426:0507,0,0
2064,20130426:0607,0,1
2065,20130426:0707,0,1
2066,20130426:0807,0,1
