,Time,value,Class_name
1069,20130214:1307,0,1
1070,20130214:1407,0,1
1071,20130214:1507,0,1
1072,20130214:1607,0,1
1073,20130214:1707,0,1
1074,20130214:1807,0,2
1075,20130214:1907,0,2
1076,20130214:2007,0,0
1077,20130214:2107,0,0
1078,20130214:2207,0,0
1079,20130214:2307,0,0
1080,20130215:0007,0,0
1081,20130215:0107,0,0
1082,20130215:0207,0,0
1083,20130215:0307,0,0
1084,20130215:0407,0,0
1085,20130215:0507,0,0
1086,20130215:0607,0,1
1087,20130215:0707,0,1
1088,20130215:0807,0,1
1089,20130215:0907,0,1
1090,20130215:1007,0,1
1091,20130215:1107,0,1
1092,20130215:1207,0,1
1093,20130215:1307,0,1
1094,20130215:1407,0,1
1095,20130215:1507,0,1
1096,20130215:1607,0,1
1097,20130215:1707,0,1
1098,20130215:1807,0,2
1099,20130215:1907,0,2
1100,20130215:2007,0,0
1101,20130215:2107,0,0
1102,20130215:2207,0,0
1103,20130215:2307,0,0
1104,20130216:0007,0,0
1105,20130216:0107,0,0
1106,20130216:0207,0,0
1107,20130216:0307,0,0
1108,20130216:0407,0,0
1109,20130216:0507,0,0
1110,20130216:0607,0,1
1111,20130216:0707,0,1
1112,20130216:0807,0,1
1113,20130216:0907,0,1
1114,20130216:1007,0,1
1115,20130216:1107,0,1
1116,20130216:1207,0,1
1117,20130216:1307,0,1
1118,20130216:1407,0,1
1119,20130216:1507,0,1
1120,20130216:1607,0,1
1121,20130216:1707,0,1
1122,20130216:1807,0,2
1123,20130216:1907,0,2
1124,20130216:2007,0,0
1125,20130216:2107,0,0
1126,20130216:2207,0,0
1127,20130216:2307,0,0
1128,20130217:0007,0,0
1129,20130217:0107,0,0
1130,20130217:0207,0,0
1131,20130217:0307,0,0
1132,20130217:0407,0,0
1133,20130217:0507,0,0
1134,20130217:0607,0,1
1135,20130217:0707,0,1
1136,20130217:0807,0,1
1137,20130217:0907,0,1
1138,20130217:1007,0,1
1139,20130217:1107,0,1
1140,20130217:1207,0,1
1141,20130217:1307,0,1
1142,20130217:1407,0,1
1143,20130217:1507,0,1
1144,20130217:1607,0,1
1145,20130217:1707,0,1
1146,20130217:1807,0,2
1147,20130217:1907,0,2
1148,20130217:2007,0,0
1149,20130217:2107,0,0
1150,20130217:2207,0,0
1151,20130217:2307,0,0
1152,20130218:0007,0,0
1153,20130218:0107,0,0
1154,20130218:0207,0,0
1155,20130218:0307,0,0
1156,20130218:0407,0,0
1157,20130218:0507,0,0
1158,20130218:0607,0,1
1159,20130218:0707,0,1
1160,20130218:0807,0,1
1161,20130218:0907,0,1
1162,20130218:1007,0,1
1163,20130218:1107,0,1
1164,20130218:1207,0,1
1165,20130218:1307,0,1
1166,20130218:1407,0,1
1167,20130218:1507,0,1
1168,20130218:1607,0,1
1169,20130218:1707,0,1
1170,20130218:1807,0,2
1171,20130218:1907,0,2
1172,20130218:2007,0,0
1173,20130218:2107,0,0
1174,20130218:2207,0,0
1175,20130218:2307,0,0
1176,20130219:0007,0,0
1177,20130219:0107,0,0
1178,20130219:0207,0,0
1179,20130219:0307,0,0
1180,20130219:0407,0,0
1181,20130219:0507,0,0
1182,20130219:0607,0,1
1183,20130219:0707,0,1
1184,20130219:0807,0,1
1185,20130219:0907,0,1
1186,20130219:1007,0,1
1187,20130219:1107,0,3
1188,20130219:1207,0,1
1189,20130219:1307,0,1
1190,20130219:1407,0,1
1191,20130219:1507,0,1
1192,20130219:1607,0,1
1193,20130219:1707,0,1
1194,20130219:1807,0,3
1195,20130219:1907,0,2
1196,20130219:2007,0,0
1197,20130219:2107,0,0
1198,20130219:2207,0,0
1199,20130219:2307,0,0
1200,20130220:0007,0,0
1201,20130220:0107,0,0
1202,20130220:0207,0,0
1203,20130220:0307,0,0
1204,20130220:0407,0,0
1205,20130220:0507,0,0
1206,20130220:0607,0,1
1207,20130220:0707,0,1
1208,20130220:0807,0,1
1209,20130220:0907,0,1
1210,20130220:1007,0,1
1211,20130220:1107,0,1
1212,20130220:1207,0,1
1213,20130220:1307,0,1
1214,20130220:1407,0,1
1215,20130220:1507,0,1
1216,20130220:1607,0,1
1217,20130220:1707,0,1
1218,20130220:1807,0,2
1219,20130220:1907,0,2
1220,20130220:2007,0,0
1221,20130220:2107,0,0
1222,20130220:2207,0,0
1223,20130220:2307,0,0
1224,20130221:0007,0,0
1225,20130221:0107,0,0
1226,20130221:0207,0,0
1227,20130221:0307,0,0
1228,20130221:0407,0,0
1229,20130221:0507,0,0
1230,20130221:0607,0,1
1231,20130221:0707,0,1
1232,20130221:0807,0,1
1233,20130221:0907,0,1
1234,20130221:1007,0,1
1235,20130221:1107,0,1
1236,20130221:1207,0,1
1237,20130221:1307,0,1
1238,20130221:1407,0,1
1239,20130221:1507,0,1
1240,20130221:1607,0,1
1241,20130221:1707,0,1
1242,20130221:1807,0,2
1243,20130221:1907,0,2
1244,20130221:2007,0,0
1245,20130221:2107,0,0
1246,20130221:2207,0,0
1247,20130221:2307,0,0
1248,20130222:0007,0,0
1249,20130222:0107,0,0
1250,20130222:0207,0,0
1251,20130222:0307,0,0
1252,20130222:0407,0,0
1253,20130222:0507,0,0
1254,20130222:0607,0,1
1255,20130222:0707,0,1
1256,20130222:0807,0,1
1257,20130222:0907,0,1
1258,20130222:1007,0,1
1259,20130222:1107,0,1
1260,20130222:1207,0,1
1261,20130222:1307,0,1
1262,20130222:1407,0,1
1263,20130222:1507,0,1
1264,20130222:1607,0,1
1265,20130222:1707,0,1
1266,20130222:1807,0,2
1267,20130222:1907,0,2
1268,20130222:2007,0,0
1269,20130222:2107,0,0
1270,20130222:2207,0,0
1271,20130222:2307,0,0
1272,20130223:0007,0,0
1273,20130223:0107,0,0
1274,20130223:0207,0,0
1275,20130223:0307,0,0
1276,20130223:0407,0,0
1277,20130223:0507,0,0
1278,20130223:0607,0,1
1279,20130223:0707,0,1
1280,20130223:0807,0,1
1281,20130223:0907,0,1
1282,20130223:1007,0,1
1283,20130223:1107,0,1
1284,20130223:1207,0,1
1285,20130223:1307,0,1
1286,20130223:1407,0,1
1287,20130223:1507,0,1
1288,20130223:1607,0,1
1289,20130223:1707,0,1
1290,20130223:1807,0,2
1291,20130223:1907,0,2
1292,20130223:2007,0,0
1293,20130223:2107,0,0
1294,20130223:2207,0,0
1295,20130223:2307,0,0
1296,20130224:0007,0,0
1297,20130224:0107,0,0
1298,20130224:0207,0,0
1299,20130224:0307,0,0
1300,20130224:0407,0,0
1301,20130224:0507,0,0
1302,20130224:0607,0,1
1303,20130224:0707,0,1
1304,20130224:0807,0,1
1305,20130224:0907,0,1
1306,20130224:1007,0,1
1307,20130224:1107,0,1
1308,20130224:1207,0,1
1309,20130224:1307,0,1
1310,20130224:1407,0,1
1311,20130224:1507,0,1
1312,20130224:1607,0,1
1313,20130224:1707,0,1
1314,20130224:1807,0,2
1315,20130224:1907,0,2
1316,20130224:2007,0,0
1317,20130224:2107,0,0
1318,20130224:2207,0,0
1319,20130224:2307,0,0
1320,20130225:0007,0,0
1321,20130225:0107,0,0
1322,20130225:0207,0,0
1323,20130225:0307,0,0
1324,20130225:0407,0,0
1325,20130225:0507,0,0
1326,20130225:0607,0,3
1327,20130225:0707,0,1
1328,20130225:0807,0,1
1329,20130225:0907,0,1
1330,20130225:1007,0,1
1331,20130225:1107,0,1
1332,20130225:1207,0,1
1333,20130225:1307,0,1
1334,20130225:1407,0,1
1335,20130225:1507,0,1
1336,20130225:1607,0,1
1337,20130225:1707,0,1
1338,20130225:1807,0,2
1339,20130225:1907,0,2
1340,20130225:2007,0,0
1341,20130225:2107,0,0
1342,20130225:2207,0,0
1343,20130225:2307,0,0
1344,20130226:0007,0,0
1345,20130226:0107,0,0
1346,20130226:0207,0,0
1347,20130226:0307,0,0
1348,20130226:0407,0,0
1349,20130226:0507,0,0
1350,20130226:0607,0,1
1351,20130226:0707,0,1
1352,20130226:0807,0,1
1353,20130226:0907,0,1
1354,20130226:1007,0,1
1355,20130226:1107,0,1
1356,20130226:1207,0,1
1357,20130226:1307,0,1
1358,20130226:1407,0,1
1359,20130226:1507,0,1
1360,20130226:1607,0,1
1361,20130226:1707,0,1
1362,20130226:1807,0,3
1363,20130226:1907,0,2
1364,20130226:2007,0,0
1365,20130226:2107,0,0
1366,20130226:2207,0,0
1367,20130226:2307,0,0
1368,20130227:0007,0,0
1369,20130227:0107,0,0
1370,20130227:0207,0,0
1371,20130227:0307,0,0
1372,20130227:0407,0,0
1373,20130227:0507,0,0
1374,20130227:0607,0,1
1375,20130227:0707,0,1
1376,20130227:0807,0,1
1377,20130227:0907,0,1
1378,20130227:1007,0,1
1379,20130227:1107,0,1
1380,20130227:1207,0,1
1381,20130227:1307,0,1
1382,20130227:1407,0,1
1383,20130227:1507,0,1
1384,20130227:1607,0,1
1385,20130227:1707,0,1
1386,20130227:1807,0,2
1387,20130227:1907,0,2
1388,20130227:2007,0,0
1389,20130227:2107,0,0
1390,20130227:2207,0,0
1391,20130227:2307,0,0
1392,20130228:0007,0,0
1393,20130228:0107,0,0
1394,20130228:0207,0,0
1395,20130228:0307,0,0
1396,20130228:0407,0,0
1397,20130228:0507,0,0
1398,20130228:0607,0,1
1399,20130228:0707,0,1
1400,20130228:0807,0,1
1401,20130228:0907,0,1
1402,20130228:1007,0,1
1403,20130228:1107,0,1
1404,20130228:1207,0,1
1405,20130228:1307,0,1
1406,20130228:1407,0,1
1407,20130228:1507,0,1
1408,20130228:1607,0,1
1409,20130228:1707,0,1
1410,20130228:1807,0,2
1411,20130228:1907,0,2
1412,20130228:2007,0,0
1413,20130228:2107,0,0
1414,20130228:2207,0,0
1415,20130228:2307,0,0
1416,20130301:0007,0,0
1417,20130301:0107,0,0
1418,20130301:0207,0,0
1419,20130301:0307,0,0
1420,20130301:0407,0,0
1421,20130301:0507,0,0
1422,20130301:0607,0,1
1423,20130301:0707,0,1
1424,20130301:0807,0,1
1425,20130301:0907,0,1
1426,20130301:1007,0,1
1427,20130301:1107,0,1
1428,20130301:1207,0,1
1429,20130301:1307,0,1
1430,20130301:1407,0,1
1431,20130301:1507,0,1
1432,20130301:1607,0,1
1433,20130301:1707,0,1
1434,20130301:1807,0,2
1435,20130301:1907,0,2
1436,20130301:2007,0,0
1437,20130301:2107,0,0
1438,20130301:2207,0,0
1439,20130301:2307,0,0
1440,20130302:0007,0,0
1441,20130302:0107,0,0
1442,20130302:0207,0,0
1443,20130302:0307,0,0
1444,20130302:0407,0,0
1445,20130302:0507,0,0
1446,20130302:0607,0,1
1447,20130302:0707,0,1
1448,20130302:0807,0,1
1449,20130302:0907,0,1
1450,20130302:1007,0,1
1451,20130302:1107,0,1
1452,20130302:1207,0,1
1453,20130302:1307,0,1
1454,20130302:1407,0,1
1455,20130302:1507,0,1
1456,20130302:1607,0,1
1457,20130302:1707,0,3
1458,20130302:1807,0,2
1459,20130302:1907,0,2
1460,20130302:2007,0,0
1461,20130302:2107,0,0
1462,20130302:2207,0,0
1463,20130302:2307,0,0
1464,20130303:0007,0,0
1465,20130303:0107,0,0
1466,20130303:0207,0,0
1467,20130303:0307,0,0
1468,20130303:0407,0,0
1469,20130303:0507,0,0
1470,20130303:0607,0,1
1471,20130303:0707,0,1
1472,20130303:0807,0,1
1473,20130303:0907,0,1
1474,20130303:1007,0,1
1475,20130303:1107,0,1
1476,20130303:1207,0,1
1477,20130303:1307,0,1
1478,20130303:1407,0,1
1479,20130303:1507,0,1
1480,20130303:1607,0,1
1481,20130303:1707,0,1
1482,20130303:1807,0,2
1483,20130303:1907,0,2
1484,20130303:2007,0,0
1485,20130303:2107,0,0
1486,20130303:2207,0,0
1487,20130303:2307,0,0
1488,20130304:0007,0,0
1489,20130304:0107,0,0
1490,20130304:0207,0,0
1491,20130304:0307,0,0
1492,20130304:0407,0,0
1493,20130304:0507,0,0
1494,20130304:0607,0,1
1495,20130304:0707,0,1
1496,20130304:0807,0,1
1497,20130304:0907,0,1
1498,20130304:1007,0,1
1499,20130304:1107,0,1
1500,20130304:1207,0,1
1501,20130304:1307,0,1
1502,20130304:1407,0,1
1503,20130304:1507,0,1
1504,20130304:1607,0,1
1505,20130304:1707,0,1
1506,20130304:1807,0,2
1507,20130304:1907,0,2
1508,20130304:2007,0,0
1509,20130304:2107,0,0
1510,20130304:2207,0,0
1511,20130304:2307,0,0
1512,20130305:0007,0,0
1513,20130305:0107,0,0
1514,20130305:0207,0,0
1515,20130305:0307,0,0
1516,20130305:0407,0,0
1517,20130305:0507,0,0
1518,20130305:0607,0,1
1519,20130305:0707,0,1
1520,20130305:0807,0,1
1521,20130305:0907,0,1
1522,20130305:1007,0,1
1523,20130305:1107,0,1
1524,20130305:1207,0,1
1525,20130305:1307,0,1
1526,20130305:1407,0,1
1527,20130305:1507,0,1
1528,20130305:1607,0,1
1529,20130305:1707,0,1
1530,20130305:1807,0,2
1531,20130305:1907,0,2
1532,20130305:2007,0,0
1533,20130305:2107,0,0
1534,20130305:2207,0,0
1535,20130305:2307,0,0
1536,20130306:0007,0,0
1537,20130306:0107,0,0
1538,20130306:0207,0,0
1539,20130306:0307,0,0
1540,20130306:0407,0,0
1541,20130306:0507,0,0
1542,20130306:0607,0,1
1543,20130306:0707,0,1
1544,20130306:0807,0,1
1545,20130306:0907,0,1
1546,20130306:1007,0,1
1547,20130306:1107,0,1
1548,20130306:1207,0,1
1549,20130306:1307,0,1
1550,20130306:1407,0,1
1551,20130306:1507,0,1
1552,20130306:1607,0,1
1553,20130306:1707,0,1
1554,20130306:1807,0,2
1555,20130306:1907,0,2
1556,20130306:2007,0,0
1557,20130306:2107,0,0
1558,20130306:2207,0,0
1559,20130306:2307,0,0
1560,20130307:0007,0,0
1561,20130307:0107,0,0
1562,20130307:0207,0,0
1563,20130307:0307,0,0
1564,20130307:0407,0,0
1565,20130307:0507,0,0
1566,20130307:0607,0,1
1567,20130307:0707,0,1
1568,20130307:0807,0,1
1569,20130307:0907,0,1
1570,20130307:1007,0,1
1571,20130307:1107,0,1
1572,20130307:1207,0,1
1573,20130307:1307,0,1
1574,20130307:1407,0,1
1575,20130307:1507,0,1
1576,20130307:1607,0,1
1577,20130307:1707,0,3
1578,20130307:1807,0,2
1579,20130307:1907,0,2
1580,20130307:2007,0,0
1581,20130307:2107,0,0
1582,20130307:2207,0,0
1583,20130307:2307,0,0
1584,20130308:0007,0,0
1585,20130308:0107,0,0
1586,20130308:0207,0,0
1587,20130308:0307,0,0
1588,20130308:0407,0,0
1589,20130308:0507,0,0
1590,20130308:0607,0,1
1591,20130308:0707,0,1
1592,20130308:0807,0,1
1593,20130308:0907,0,1
1594,20130308:1007,0,1
1595,20130308:1107,0,1
1596,20130308:1207,0,1
1597,20130308:1307,0,1
1598,20130308:1407,0,1
1599,20130308:1507,0,1
1600,20130308:1607,0,1
1601,20130308:1707,0,1
1602,20130308:1807,0,2
1603,20130308:1907,0,2
1604,20130308:2007,0,0
1605,20130308:2107,0,0
1606,20130308:2207,0,0
1607,20130308:2307,0,0
1608,20130309:0007,0,0
1609,20130309:0107,0,0
1610,20130309:0207,0,0
1611,20130309:0307,0,0
1612,20130309:0407,0,0
1613,20130309:0507,0,0
1614,20130309:0607,0,1
1615,20130309:0707,0,1
1616,20130309:0807,0,1
1617,20130309:0907,0,1
1618,20130309:1007,0,1
1619,20130309:1107,0,1
1620,20130309:1207,0,1
1621,20130309:1307,0,1
1622,20130309:1407,0,1
1623,20130309:1507,0,1
1624,20130309:1607,0,1
1625,20130309:1707,0,1
1626,20130309:1807,0,2
1627,20130309:1907,0,2
1628,20130309:2007,0,0
1629,20130309:2107,0,0
1630,20130309:2207,0,0
1631,20130309:2307,0,0
1632,20130310:0007,0,0
1633,20130310:0107,0,0
1634,20130310:0207,0,0
1635,20130310:0307,0,0
1636,20130310:0407,0,0
1637,20130310:0507,0,0
1638,20130310:0607,0,1
1639,20130310:0707,0,1
1640,20130310:0807,0,1
1641,20130310:0907,0,1
1642,20130310:1007,0,1
1643,20130310:1107,0,1
1644,20130310:1207,0,1
1645,20130310:1307,0,1
1646,20130310:1407,0,1
1647,20130310:1507,0,1
1648,20130310:1607,0,1
1649,20130310:1707,0,1
1650,20130310:1807,0,2
1651,20130310:1907,0,2
1652,20130310:2007,0,0
1653,20130310:2107,0,0
1654,20130310:2207,0,0
1655,20130310:2307,0,0
1656,20130311:0007,0,0
1657,20130311:0107,0,0
1658,20130311:0207,0,0
1659,20130311:0307,0,0
1660,20130311:0407,0,0
1661,20130311:0507,0,0
1662,20130311:0607,0,1
1663,20130311:0707,0,1
1664,20130311:0807,0,1
1665,20130311:0907,0,1
1666,20130311:1007,0,1
1667,20130311:1107,0,1
1668,20130311:1207,0,1
1669,20130311:1307,0,1
1670,20130311:1407,0,1
1671,20130311:1507,0,1
1672,20130311:1607,0,1
1673,20130311:1707,0,1
1674,20130311:1807,0,2
1675,20130311:1907,0,2
1676,20130311:2007,0,0
1677,20130311:2107,0,0
1678,20130311:2207,0,0
1679,20130311:2307,0,0
1680,20130312:0007,0,0
1681,20130312:0107,0,0
1682,20130312:0207,0,0
1683,20130312:0307,0,0
1684,20130312:0407,0,0
1685,20130312:0507,0,0
1686,20130312:0607,0,1
1687,20130312:0707,0,1
1688,20130312:0807,0,1
1689,20130312:0907,0,1
1690,20130312:1007,0,3
1691,20130312:1107,0,1
1692,20130312:1207,0,1
1693,20130312:1307,0,1
1694,20130312:1407,0,1
1695,20130312:1507,0,1
1696,20130312:1607,0,1
1697,20130312:1707,0,1
1698,20130312:1807,0,2
1699,20130312:1907,0,2
1700,20130312:2007,0,0
1701,20130312:2107,0,0
1702,20130312:2207,0,0
1703,20130312:2307,0,0
1704,20130313:0007,0,0
1705,20130313:0107,0,0
1706,20130313:0207,0,0
1707,20130313:0307,0,0
1708,20130313:0407,0,0
1709,20130313:0507,0,0
1710,20130313:0607,0,1
1711,20130313:0707,0,1
1712,20130313:0807,0,1
1713,20130313:0907,0,1
1714,20130313:1007,0,1
1715,20130313:1107,0,1
1716,20130313:1207,0,1
1717,20130313:1307,0,1
1718,20130313:1407,0,1
1719,20130313:1507,0,1
1720,20130313:1607,0,1
1721,20130313:1707,0,1
1722,20130313:1807,0,2
1723,20130313:1907,0,2
1724,20130313:2007,0,0
1725,20130313:2107,0,0
1726,20130313:2207,0,0
1727,20130313:2307,0,0
1728,20130314:0007,0,0
1729,20130314:0107,0,0
1730,20130314:0207,0,0
1731,20130314:0307,0,0
1732,20130314:0407,0,0
1733,20130314:0507,0,0
1734,20130314:0607,0,1
1735,20130314:0707,0,1
1736,20130314:0807,0,1
1737,20130314:0907,0,1
1738,20130314:1007,0,1
1739,20130314:1107,0,1
1740,20130314:1207,0,1
1741,20130314:1307,0,1
1742,20130314:1407,0,1
1743,20130314:1507,0,1
1744,20130314:1607,0,1
1745,20130314:1707,0,1
1746,20130314:1807,0,2
1747,20130314:1907,0,2
1748,20130314:2007,0,0
1749,20130314:2107,0,0
1750,20130314:2207,0,0
1751,20130314:2307,0,0
1752,20130315:0007,0,0
1753,20130315:0107,0,0
1754,20130315:0207,0,0
1755,20130315:0307,0,0
1756,20130315:0407,0,0
1757,20130315:0507,0,0
1758,20130315:0607,0,1
1759,20130315:0707,0,1
1760,20130315:0807,0,1
1761,20130315:0907,0,1
1762,20130315:1007,0,1
1763,20130315:1107,0,1
1764,20130315:1207,0,1
1765,20130315:1307,0,1
1766,20130315:1407,0,1
1767,20130315:1507,0,1
1768,20130315:1607,0,1
1769,20130315:1707,0,1
1770,20130315:1807,0,2
1771,20130315:1907,0,2
1772,20130315:2007,0,0
1773,20130315:2107,0,0
1774,20130315:2207,0,0
1775,20130315:2307,0,0
1776,20130316:0007,0,0
1777,20130316:0107,0,0
1778,20130316:0207,0,0
1779,20130316:0307,0,0
1780,20130316:0407,0,0
1781,20130316:0507,0,0
1782,20130316:0607,0,1
1783,20130316:0707,0,1
1784,20130316:0807,0,1
1785,20130316:0907,0,1
1786,20130316:1007,0,1
1787,20130316:1107,0,1
1788,20130316:1207,0,1
1789,20130316:1307,0,1
1790,20130316:1407,0,1
1791,20130316:1507,0,1
1792,20130316:1607,0,1
1793,20130316:1707,0,1
1794,20130316:1807,0,2
1795,20130316:1907,0,2
1796,20130316:2007,0,0
1797,20130316:2107,0,0
1798,20130316:2207,0,0
1799,20130316:2307,0,0
1800,20130317:0007,0,0
1801,20130317:0107,0,0
1802,20130317:0207,0,0
1803,20130317:0307,0,0
1804,20130317:0407,0,0
1805,20130317:0507,0,0
1806,20130317:0607,0,1
1807,20130317:0707,0,1
1808,20130317:0807,0,1
1809,20130317:0907,0,1
1810,20130317:1007,0,1
1811,20130317:1107,0,1
1812,20130317:1207,0,1
1813,20130317:1307,0,1
1814,20130317:1407,0,1
1815,20130317:1507,0,1
1816,20130317:1607,0,1
1817,20130317:1707,0,1
1818,20130317:1807,0,2
1819,20130317:1907,0,2
1820,20130317:2007,0,0
1821,20130317:2107,0,0
1822,20130317:2207,0,0
1823,20130317:2307,0,0
1824,20130318:0007,0,0
1825,20130318:0107,0,0
1826,20130318:0207,0,0
1827,20130318:0307,0,0
1828,20130318:0407,0,0
1829,20130318:0507,0,0
1830,20130318:0607,0,1
1831,20130318:0707,0,1
1832,20130318:0807,0,1
1833,20130318:0907,0,1
1834,20130318:1007,0,1
1835,20130318:1107,0,1
1836,20130318:1207,0,1
1837,20130318:1307,0,1
1838,20130318:1407,0,1
1839,20130318:1507,0,1
1840,20130318:1607,0,1
1841,20130318:1707,0,1
1842,20130318:1807,0,2
1843,20130318:1907,0,2
1844,20130318:2007,0,0
1845,20130318:2107,0,0
1846,20130318:2207,0,0
1847,20130318:2307,0,0
1848,20130319:0007,0,0
1849,20130319:0107,0,0
1850,20130319:0207,0,0
1851,20130319:0307,0,0
1852,20130319:0407,0,0
1853,20130319:0507,0,0
1854,20130319:0607,0,1
1855,20130319:0707,0,1
1856,20130319:0807,0,1
1857,20130319:0907,0,1
1858,20130319:1007,0,1
1859,20130319:1107,0,1
1860,20130319:1207,0,1
1861,20130319:1307,0,1
1862,20130319:1407,0,1
1863,20130319:1507,0,1
1864,20130319:1607,0,1
1865,20130319:1707,0,1
1866,20130319:1807,0,2
1867,20130319:1907,0,2
1868,20130319:2007,0,0
1869,20130319:2107,0,0
1870,20130319:2207,0,0
1871,20130319:2307,0,0
1872,20130320:0007,0,0
1873,20130320:0107,0,0
1874,20130320:0207,0,0
1875,20130320:0307,0,0
1876,20130320:0407,0,0
1877,20130320:0507,0,0
1878,20130320:0607,0,1
1879,20130320:0707,0,1
1880,20130320:0807,0,1
1881,20130320:0907,0,1
1882,20130320:1007,0,1
1883,20130320:1107,0,1
1884,20130320:1207,0,1
1885,20130320:1307,0,1
1886,20130320:1407,0,1
1887,20130320:1507,0,1
1888,20130320:1607,0,1
1889,20130320:1707,0,1
1890,20130320:1807,0,2
1891,20130320:1907,0,2
1892,20130320:2007,0,0
1893,20130320:2107,0,0
1894,20130320:2207,0,0
1895,20130320:2307,0,0
1896,20130321:0007,0,0
1897,20130321:0107,0,0
1898,20130321:0207,0,0
1899,20130321:0307,0,0
1900,20130321:0407,0,0
1901,20130321:0507,0,0
1902,20130321:0607,0,1
1903,20130321:0707,0,1
1904,20130321:0807,0,1
1905,20130321:0907,0,1
1906,20130321:1007,0,1
1907,20130321:1107,0,1
1908,20130321:1207,0,1
1909,20130321:1307,0,1
1910,20130321:1407,0,1
1911,20130321:1507,0,1
1912,20130321:1607,0,1
1913,20130321:1707,0,1
1914,20130321:1807,0,2
1915,20130321:1907,0,2
1916,20130321:2007,0,0
1917,20130321:2107,0,0
1918,20130321:2207,0,0
1919,20130321:2307,0,0
1920,20130322:0007,0,0
1921,20130322:0107,0,0
1922,20130322:0207,0,0
1923,20130322:0307,0,0
1924,20130322:0407,0,0
1925,20130322:0507,0,0
1926,20130322:0607,0,1
1927,20130322:0707,0,1
1928,20130322:0807,0,1
1929,20130322:0907,0,1
1930,20130322:1007,0,1
1931,20130322:1107,0,1
1932,20130322:1207,0,1
1933,20130322:1307,0,1
1934,20130322:1407,0,1
1935,20130322:1507,0,1
1936,20130322:1607,0,1
1937,20130322:1707,0,1
1938,20130322:1807,0,2
1939,20130322:1907,0,2
1940,20130322:2007,0,0
1941,20130322:2107,0,0
1942,20130322:2207,0,0
1943,20130322:2307,0,0
1944,20130323:0007,0,0
1945,20130323:0107,0,0
1946,20130323:0207,0,0
1947,20130323:0307,0,0
1948,20130323:0407,0,0
1949,20130323:0507,0,0
1950,20130323:0607,0,1
1951,20130323:0707,0,1
1952,20130323:0807,0,1
1953,20130323:0907,0,1
1954,20130323:1007,0,1
1955,20130323:1107,0,1
1956,20130323:1207,0,1
1957,20130323:1307,0,1
1958,20130323:1407,0,1
1959,20130323:1507,0,1
1960,20130323:1607,0,1
1961,20130323:1707,0,1
1962,20130323:1807,0,2
1963,20130323:1907,0,2
1964,20130323:2007,0,0
1965,20130323:2107,0,0
1966,20130323:2207,0,0
1967,20130323:2307,0,0
1968,20130324:0007,0,0
1969,20130324:0107,0,0
1970,20130324:0207,0,0
1971,20130324:0307,0,0
1972,20130324:0407,0,0
1973,20130324:0507,0,0
1974,20130324:0607,0,1
1975,20130324:0707,0,1
1976,20130324:0807,0,1
1977,20130324:0907,0,1
1978,20130324:1007,0,1
1979,20130324:1107,0,1
1980,20130324:1207,0,1
1981,20130324:1307,0,1
1982,20130324:1407,0,1
1983,20130324:1507,0,1
1984,20130324:1607,0,1
1985,20130324:1707,0,1
1986,20130324:1807,0,2
1987,20130324:1907,0,2
1988,20130324:2007,0,0
1989,20130324:2107,0,0
1990,20130324:2207,0,0
1991,20130324:2307,0,0
1992,20130325:0007,0,0
1993,20130325:0107,0,0
1994,20130325:0207,0,0
1995,20130325:0307,0,0
1996,20130325:0407,0,0
1997,20130325:0507,0,0
1998,20130325:0607,0,1
1999,20130411:0507,0,0
2000,20130411:0607,0,1
2001,20130411:0707,0,1
2002,20130411:0807,0,1
2003,20130411:0907,0,1
2004,20130411:1007,0,1
2005,20130411:1107,0,1
2006,20130411:1207,0,1
2007,20130411:1307,0,1
2008,20130411:1407,0,1
2009,20130411:1507,0,1
2010,20130411:1607,0,1
2011,20130411:1707,0,1
2012,20130411:1807,0,2
2013,20130411:1907,0,2
2014,20130411:2007,0,0
2015,20130411:2107,0,0
2016,20130411:2207,0,0
2017,20130411:2307,0,0
2018,20130412:0007,0,0
2019,20130412:0107,0,0
2020,20130412:0207,0,0
2021,20130412:0307,0,0
2022,20130412:0407,0,0
2023,20130412:0507,0,0
2024,20130412:0607,0,1
2025,20130412:0707,0,1
2026,20130412:0807,0,1
2027,20130412:0907,0,1
2028,20130412:1007,0,1
2029,20130412:1107,0,1
2030,20130412:1207,0,1
2031,20130412:1307,0,1
2032,20130412:1407,0,1
2033,20130412:1507,0,1
2034,20130412:1607,0,1
2035,20130412:1707,0,1
2036,20130412:1807,0,2
2037,20130412:1907,0,2
2038,20130412:2007,0,0
2039,20130412:2107,0,0
2040,20130412:2207,0,0
2041,20130412:2307,0,0
2042,20130413:0007,0,0
2043,20130413:0107,0,0
2044,20130413:0207,0,0
2045,20130413:0307,0,0
2046,20130413:0407,0,0
2047,20130413:0507,0,0
2048,20130413:0607,0,1
2049,20130413:0707,0,1
2050,20130413:0807,0,1
2051,20130413:0907,0,1
2052,20130413:1007,0,1
2053,20130413:1107,0,1
2054,20130413:1207,0,1
2055,20130413:1307,0,1
2056,20130413:1407,0,1
2057,20130413:1507,0,1
2058,20130413:1607,0,1
2059,20130413:1707,0,1
2060,20130413:1807,0,2
2061,20130413:1907,0,2
2062,20130413:2007,0,0
2063,20130413:2107,0,0
2064,20130413:2207,0,0
2065,20130413:2307,0,0
2066,20130414:0007,0,0
2067,20130414:0107,0,0
