,Time,value,Class_name
224,20130110:0807,0,1
225,20130110:0907,0,1
226,20130110:1007,0,1
227,20130110:1107,0,1
228,20130110:1207,0,1
229,20130110:1307,0,1
230,20130110:1407,0,1
231,20130110:1507,0,1
232,20130110:1607,0,1
233,20130110:1707,0,1
234,20130110:1807,0,2
235,20130110:1907,0,2
236,20130110:2007,0,0
237,20130110:2107,0,0
238,20130110:2207,0,0
239,20130110:2307,0,0
240,20130111:0007,0,0
241,20130111:0107,0,0
242,20130111:0207,0,0
243,20130111:0307,0,0
244,20130111:0407,0,0
245,20130111:0507,0,0
246,20130111:0607,0,1
247,20130111:0707,0,1
248,20130111:0807,0,1
249,20130111:0907,0,1
250,20130111:1007,0,1
251,20130111:1107,0,1
252,20130111:1207,0,1
253,20130111:1307,0,3
254,20130111:1407,0,1
255,20130111:1507,0,1
256,20130111:1607,0,1
257,20130111:1707,0,1
258,20130111:1807,0,2
259,20130111:1907,0,2
260,20130111:2007,0,0
261,20130111:2107,0,0
262,20130111:2207,0,0
263,20130111:2307,0,0
264,20130112:0007,0,0
265,20130112:0107,0,0
266,20130112:0207,0,0
267,20130112:0307,0,0
268,20130112:0407,0,0
269,20130112:0507,0,0
270,20130112:0607,0,1
271,20130112:0707,0,1
272,20130112:0807,0,1
273,20130112:0907,0,1
274,20130112:1007,0,1
275,20130112:1107,0,1
276,20130112:1207,0,1
277,20130112:1307,0,1
278,20130112:1407,0,1
279,20130112:1507,0,1
280,20130112:1607,0,1
281,20130112:1707,0,1
282,20130112:1807,0,2
283,20130112:1907,0,2
284,20130112:2007,0,0
285,20130112:2107,0,0
286,20130112:2207,0,0
287,20130112:2307,0,0
288,20130113:0007,0,0
289,20130113:0107,0,0
290,20130113:0207,0,0
291,20130113:0307,0,0
292,20130113:0407,0,0
293,20130113:0507,0,0
294,20130113:0607,0,1
295,20130113:0707,0,1
296,20130113:0807,0,1
297,20130113:0907,0,1
298,20130113:1007,0,1
299,20130113:1107,0,1
300,20130113:1207,0,1
301,20130113:1307,0,1
302,20130113:1407,0,1
303,20130113:1507,0,1
304,20130113:1607,0,1
305,20130113:1707,0,1
306,20130113:1807,0,2
307,20130113:1907,0,2
308,20130113:2007,0,0
309,20130113:2107,0,0
310,20130113:2207,0,0
311,20130113:2307,0,0
312,20130114:0007,0,0
313,20130114:0107,0,0
314,20130114:0207,0,0
315,20130114:0307,0,0
316,20130114:0407,0,0
317,20130114:0507,0,0
318,20130114:0607,0,1
319,20130114:0707,0,1
320,20130114:0807,0,1
321,20130114:0907,0,1
322,20130114:1007,0,1
323,20130114:1107,0,1
324,20130114:1207,0,1
325,20130114:1307,0,1
326,20130114:1407,0,1
327,20130114:1507,0,1
328,20130114:1607,0,1
329,20130114:1707,0,1
330,20130114:1807,0,2
331,20130114:1907,0,2
332,20130114:2007,0,0
333,20130114:2107,0,0
334,20130114:2207,0,0
335,20130114:2307,0,0
336,20130115:0007,0,0
337,20130115:0107,0,0
338,20130115:0207,0,0
339,20130115:0307,0,0
340,20130115:0407,0,0
341,20130115:0507,0,0
342,20130115:0607,0,1
343,20130115:0707,0,1
344,20130115:0807,0,1
345,20130115:0907,0,1
346,20130115:1007,0,1
347,20130115:1107,0,1
348,20130115:1207,0,1
349,20130115:1307,0,1
350,20130115:1407,0,1
351,20130115:1507,0,1
352,20130115:1607,0,1
353,20130115:1707,0,1
354,20130115:1807,0,2
355,20130115:1907,0,2
356,20130115:2007,0,0
357,20130115:2107,0,0
358,20130115:2207,0,0
359,20130115:2307,0,0
360,20130116:0007,0,0
361,20130116:0107,0,0
362,20130116:0207,0,0
363,20130116:0307,0,0
364,20130116:0407,0,0
365,20130116:0507,0,0
366,20130116:0607,0,1
367,20130116:0707,0,1
368,20130116:0807,0,1
369,20130116:0907,0,1
370,20130116:1007,0,1
371,20130116:1107,0,1
372,20130116:1207,0,1
373,20130116:1307,0,1
374,20130116:1407,0,1
375,20130116:1507,0,1
376,20130116:1607,0,1
377,20130116:1707,0,1
378,20130116:1807,0,2
379,20130116:1907,0,2
380,20130116:2007,0,0
381,20130116:2107,0,0
382,20130116:2207,0,0
383,20130116:2307,0,0
384,20130117:0007,0,0
385,20130117:0107,0,0
386,20130117:0207,0,0
387,20130117:0307,0,0
388,20130117:0407,0,0
389,20130117:0507,0,0
390,20130117:0607,0,1
391,20130117:0707,0,1
392,20130117:0807,0,1
393,20130117:0907,0,1
394,20130117:1007,0,1
395,20130117:1107,0,1
396,20130117:1207,0,1
397,20130117:1307,0,1
398,20130117:1407,0,1
399,20130117:1507,0,1
400,20130117:1607,0,1
401,20130117:1707,0,1
402,20130117:1807,0,2
403,20130117:1907,0,2
404,20130117:2007,0,0
405,20130117:2107,0,0
406,20130117:2207,0,0
407,20130117:2307,0,0
408,20130118:0007,0,0
409,20130118:0107,0,0
410,20130118:0207,0,0
411,20130118:0307,0,0
412,20130118:0407,0,0
413,20130118:0507,0,0
414,20130118:0607,0,1
415,20130118:0707,0,1
416,20130118:0807,0,1
417,20130118:0907,0,1
418,20130118:1007,0,1
419,20130118:1107,0,1
420,20130118:1207,0,1
421,20130118:1307,0,1
422,20130118:1407,0,1
423,20130118:1507,0,1
424,20130118:1607,0,1
425,20130118:1707,0,1
426,20130118:1807,0,2
427,20130118:1907,0,2
428,20130118:2007,0,0
429,20130118:2107,0,0
430,20130118:2207,0,0
431,20130118:2307,0,0
432,20130119:0007,0,0
433,20130119:0107,0,0
434,20130119:0207,0,0
435,20130119:0307,0,0
436,20130119:0407,0,0
437,20130119:0507,0,0
438,20130119:0607,0,1
439,20130119:0707,0,1
440,20130119:0807,0,1
441,20130119:0907,0,1
442,20130119:1007,0,1
443,20130119:1107,0,1
444,20130119:1207,0,1
445,20130119:1307,0,1
446,20130119:1407,0,1
447,20130119:1507,0,1
448,20130119:1607,0,1
449,20130119:1707,0,1
450,20130119:1807,0,2
451,20130119:1907,0,2
452,20130119:2007,0,0
453,20130119:2107,0,0
454,20130119:2207,0,0
455,20130119:2307,0,0
456,20130120:0007,0,0
457,20130120:0107,0,0
458,20130120:0207,0,0
459,20130120:0307,0,0
460,20130120:0407,0,0
461,20130120:0507,0,0
462,20130120:0607,0,1
463,20130120:0707,0,1
464,20130120:0807,0,1
465,20130120:0907,0,1
466,20130120:1007,0,1
467,20130120:1107,0,1
468,20130120:1207,0,1
469,20130120:1307,0,1
470,20130120:1407,0,1
471,20130120:1507,0,1
472,20130120:1607,0,1
473,20130120:1707,0,1
474,20130120:1807,0,2
475,20130120:1907,0,2
476,20130120:2007,0,0
477,20130120:2107,0,0
478,20130120:2207,0,0
479,20130120:2307,0,0
480,20130121:0007,0,0
481,20130121:0107,0,0
482,20130121:0207,0,0
483,20130121:0307,0,0
484,20130121:0407,0,0
485,20130121:0507,0,0
486,20130121:0607,0,1
487,20130121:0707,0,1
488,20130121:0807,0,1
489,20130121:0907,0,1
490,20130121:1007,0,1
491,20130121:1107,0,1
492,20130121:1207,0,1
493,20130121:1307,0,1
494,20130121:1407,0,1
495,20130121:1507,0,1
496,20130121:1607,0,1
497,20130121:1707,0,1
498,20130121:1807,0,2
499,20130121:1907,0,2
500,20130121:2007,0,0
501,20130121:2107,0,0
502,20130121:2207,0,0
503,20130121:2307,0,0
504,20130122:0007,0,0
505,20130122:0107,0,0
506,20130122:0207,0,0
507,20130122:0307,0,0
508,20130122:0407,0,0
509,20130122:0507,0,0
510,20130122:0607,0,1
511,20130122:0707,0,1
512,20130122:0807,0,1
513,20130122:0907,0,1
514,20130122:1007,0,1
515,20130122:1107,0,1
516,20130122:1207,0,1
517,20130122:1307,0,1
518,20130122:1407,0,1
519,20130122:1507,0,1
520,20130122:1607,0,1
521,20130122:1707,0,1
522,20130122:1807,0,2
523,20130122:1907,0,2
524,20130122:2007,0,0
525,20130122:2107,0,0
526,20130122:2207,0,0
527,20130122:2307,0,0
528,20130123:0007,0,0
529,20130123:0107,0,0
530,20130123:0207,0,0
531,20130123:0307,0,0
532,20130123:0407,0,0
533,20130123:0507,0,0
534,20130123:0607,0,1
535,20130123:0707,0,1
536,20130123:0807,0,1
537,20130123:0907,0,1
538,20130123:1007,0,1
539,20130123:1107,0,1
540,20130123:1207,0,1
541,20130123:1307,0,1
542,20130123:1407,0,1
543,20130123:1507,0,1
544,20130123:1607,0,1
545,20130123:1707,0,1
546,20130123:1807,0,2
547,20130123:1907,0,2
548,20130123:2007,0,0
549,20130123:2107,0,0
550,20130123:2207,0,0
551,20130123:2307,0,0
552,20130124:0007,0,0
553,20130124:0107,0,0
554,20130124:0207,0,0
555,20130124:0307,0,0
556,20130124:0407,0,0
557,20130124:0507,0,0
558,20130124:0607,0,1
559,20130124:0707,0,1
560,20130124:0807,0,1
561,20130124:0907,0,1
562,20130124:1007,0,1
563,20130124:1107,0,1
564,20130124:1207,0,1
565,20130124:1307,0,1
566,20130124:1407,0,1
567,20130124:1507,0,1
568,20130124:1607,0,1
569,20130124:1707,0,1
570,20130124:1807,0,2
571,20130124:1907,0,2
572,20130124:2007,0,0
573,20130124:2107,0,0
574,20130124:2207,0,0
575,20130124:2307,0,0
576,20130125:0007,0,0
577,20130125:0107,0,0
578,20130125:0207,0,0
579,20130125:0307,0,0
580,20130125:0407,0,0
581,20130125:0507,0,0
582,20130125:0607,0,1
583,20130125:0707,0,1
584,20130125:0807,0,1
585,20130125:0907,0,1
586,20130125:1007,0,1
587,20130125:1107,0,1
588,20130125:1207,0,1
589,20130125:1307,0,1
590,20130125:1407,0,1
591,20130125:1507,0,1
592,20130125:1607,0,1
593,20130125:1707,0,1
594,20130125:1807,0,2
595,20130125:1907,0,2
596,20130125:2007,0,0
597,20130125:2107,0,0
598,20130125:2207,0,0
599,20130125:2307,0,0
600,20130126:0007,0,0
601,20130126:0107,0,0
602,20130126:0207,0,0
603,20130126:0307,0,0
604,20130126:0407,0,0
605,20130126:0507,0,0
606,20130126:0607,0,1
607,20130126:0707,0,1
608,20130126:0807,0,1
609,20130126:0907,0,1
610,20130126:1007,0,1
611,20130126:1107,0,1
612,20130126:1207,0,1
613,20130126:1307,0,1
614,20130126:1407,0,1
615,20130126:1507,0,1
616,20130126:1607,0,1
617,20130126:1707,0,1
618,20130126:1807,0,2
619,20130126:1907,0,2
620,20130126:2007,0,0
621,20130126:2107,0,0
622,20130126:2207,0,0
623,20130126:2307,0,0
624,20130127:0007,0,0
625,20130127:0107,0,0
626,20130127:0207,0,0
627,20130127:0307,0,0
628,20130127:0407,0,0
629,20130127:0507,0,0
630,20130127:0607,0,1
631,20130127:0707,0,1
632,20130127:0807,0,1
633,20130127:0907,0,1
634,20130127:1007,0,1
635,20130127:1107,0,1
636,20130127:1207,0,1
637,20130127:1307,0,1
638,20130127:1407,0,1
639,20130127:1507,0,1
640,20130127:1607,0,1
641,20130127:1707,0,1
642,20130127:1807,0,2
643,20130127:1907,0,2
644,20130127:2007,0,0
645,20130127:2107,0,0
646,20130127:2207,0,0
647,20130127:2307,0,0
648,20130128:0007,0,0
649,20130128:0107,0,0
650,20130128:0207,0,0
651,20130128:0307,0,0
652,20130128:0407,0,0
653,20130128:0507,0,0
654,20130128:0607,0,1
655,20130128:0707,0,1
656,20130128:0807,0,1
657,20130128:0907,0,1
658,20130128:1007,0,1
659,20130128:1107,0,1
660,20130128:1207,0,1
661,20130128:1307,0,1
662,20130128:1407,0,1
663,20130128:1507,0,1
664,20130128:1607,0,1
665,20130128:1707,0,1
666,20130128:1807,0,2
667,20130128:1907,0,2
668,20130128:2007,0,0
669,20130128:2107,0,0
670,20130128:2207,0,0
671,20130128:2307,0,0
672,20130129:0007,0,0
673,20130129:0107,0,0
674,20130129:0207,0,0
675,20130129:0307,0,0
676,20130129:0407,0,0
677,20130129:0507,0,0
678,20130129:0607,0,1
679,20130129:0707,0,1
680,20130129:0807,0,1
681,20130129:0907,0,1
682,20130129:1007,0,1
683,20130129:1107,0,1
684,20130129:1207,0,1
685,20130129:1307,0,1
686,20130129:1407,0,1
687,20130129:1507,0,1
688,20130129:1607,0,1
689,20130129:1707,0,1
690,20130129:1807,0,2
691,20130129:1907,0,2
692,20130129:2007,0,0
693,20130129:2107,0,0
694,20130129:2207,0,0
695,20130129:2307,0,0
696,20130130:0007,0,0
697,20130130:0107,0,0
698,20130130:0207,0,0
699,20130130:0307,0,0
700,20130130:0407,0,0
701,20130130:0507,0,0
702,20130130:0607,0,1
703,20130130:0707,0,1
704,20130130:0807,0,1
705,20130130:0907,0,1
706,20130130:1007,0,1
707,20130130:1107,0,1
708,20130130:1207,0,1
709,20130130:1307,0,1
710,20130130:1407,0,1
711,20130130:1507,0,1
712,20130130:1607,0,1
713,20130130:1707,0,1
714,20130130:1807,0,2
715,20130130:1907,0,2
716,20130130:2007,0,0
717,20130130:2107,0,0
718,20130130:2207,0,0
719,20130130:2307,0,0
720,20130131:0007,0,0
721,20130131:0107,0,0
722,20130131:0207,0,0
723,20130131:0307,0,0
724,20130131:0407,0,0
725,20130131:0507,0,0
726,20130131:0607,0,1
727,20130131:0707,0,1
728,20130131:0807,0,1
729,20130131:0907,0,1
730,20130131:1007,0,1
731,20130131:1107,0,1
732,20130131:1207,0,1
733,20130131:1307,0,1
734,20130131:1407,0,1
735,20130131:1507,0,1
736,20130131:1607,0,1
737,20130131:1707,0,1
738,20130131:1807,0,2
739,20130131:1907,0,2
740,20130131:2007,0,0
741,20130131:2107,0,0
742,20130131:2207,0,0
743,20130131:2307,0,0
744,20130201:0007,0,0
745,20130201:0107,0,0
746,20130201:0207,0,0
747,20130201:0307,0,0
748,20130201:0407,0,0
749,20130201:0507,0,0
750,20130201:0607,0,1
751,20130201:0707,0,1
752,20130201:0807,0,1
753,20130201:0907,0,1
754,20130201:1007,0,1
755,20130201:1107,0,1
756,20130201:1207,0,1
757,20130201:1307,0,1
758,20130201:1407,0,1
759,20130201:1507,0,1
760,20130201:1607,0,1
761,20130201:1707,0,1
762,20130201:1807,0,2
763,20130201:1907,0,2
764,20130201:2007,0,0
765,20130201:2107,0,0
766,20130201:2207,0,0
767,20130201:2307,0,0
768,20130202:0007,0,0
769,20130202:0107,0,0
770,20130202:0207,0,0
771,20130202:0307,0,0
772,20130202:0407,0,0
773,20130202:0507,0,0
774,20130202:0607,0,1
775,20130202:0707,0,1
776,20130202:0807,0,1
777,20130202:0907,0,1
778,20130202:1007,0,1
779,20130202:1107,0,1
780,20130202:1207,0,1
781,20130202:1307,0,1
782,20130202:1407,0,1
783,20130202:1507,0,1
784,20130202:1607,0,1
785,20130202:1707,0,1
786,20130202:1807,0,2
787,20130202:1907,0,2
788,20130202:2007,0,0
789,20130202:2107,0,0
790,20130202:2207,0,0
791,20130202:2307,0,0
792,20130203:0007,0,0
793,20130203:0107,0,0
794,20130203:0207,0,0
795,20130203:0307,0,0
796,20130203:0407,0,0
797,20130203:0507,0,0
798,20130203:0607,0,1
799,20130203:0707,0,1
800,20130203:0807,0,1
801,20130203:0907,0,1
802,20130203:1007,0,1
803,20130203:1107,0,1
804,20130203:1207,0,1
805,20130203:1307,0,1
806,20130203:1407,0,1
807,20130203:1507,0,1
808,20130203:1607,0,1
809,20130203:1707,0,1
810,20130203:1807,0,2
811,20130203:1907,0,2
812,20130203:2007,0,0
813,20130203:2107,0,0
814,20130203:2207,0,0
815,20130203:2307,0,0
816,20130204:0007,0,0
817,20130204:0107,0,0
818,20130204:0207,0,0
819,20130204:0307,0,0
820,20130204:0407,0,0
821,20130204:0507,0,0
822,20130204:0607,0,1
823,20130204:0707,0,1
824,20130204:0807,0,1
825,20130204:0907,0,1
826,20130204:1007,0,1
827,20130204:1107,0,1
828,20130204:1207,0,1
829,20130204:1307,0,1
830,20130204:1407,0,1
831,20130204:1507,0,1
832,20130204:1607,0,1
833,20130204:1707,0,1
834,20130204:1807,0,2
835,20130204:1907,0,2
836,20130204:2007,0,0
837,20130204:2107,0,0
838,20130204:2207,0,0
839,20130204:2307,0,0
840,20130205:0007,0,0
841,20130205:0107,0,0
842,20130205:0207,0,0
843,20130205:0307,0,0
844,20130205:0407,0,0
845,20130205:0507,0,0
846,20130205:0607,0,1
847,20130205:0707,0,1
848,20130205:0807,0,1
849,20130205:0907,0,1
850,20130205:1007,0,1
851,20130205:1107,0,1
852,20130205:1207,0,1
853,20130205:1307,0,1
854,20130205:1407,0,1
855,20130205:1507,0,1
856,20130205:1607,0,1
857,20130205:1707,0,1
858,20130205:1807,0,2
859,20130205:1907,0,2
860,20130205:2007,0,0
861,20130205:2107,0,0
862,20130205:2207,0,0
863,20130205:2307,0,0
864,20130206:0007,0,0
865,20130206:0107,0,0
866,20130206:0207,0,0
867,20130206:0307,0,0
868,20130206:0407,0,0
869,20130206:0507,0,0
870,20130206:0607,0,1
871,20130206:0707,0,1
872,20130206:0807,0,1
873,20130206:0907,0,1
874,20130206:1007,0,1
875,20130206:1107,0,1
876,20130206:1207,0,1
877,20130206:1307,0,1
878,20130206:1407,0,1
879,20130206:1507,0,1
880,20130206:1607,0,1
881,20130206:1707,0,1
882,20130206:1807,0,2
883,20130206:1907,0,2
884,20130206:2007,0,0
885,20130206:2107,0,0
886,20130206:2207,0,0
887,20130206:2307,0,0
888,20130207:0007,0,0
889,20130207:0107,0,0
890,20130207:0207,0,0
891,20130207:0307,0,0
892,20130207:0407,0,0
893,20130207:0507,0,0
894,20130207:0607,0,1
895,20130207:0707,0,1
896,20130207:0807,0,1
897,20130207:0907,0,1
898,20130207:1007,0,1
899,20130207:1107,0,1
900,20130207:1207,0,1
901,20130207:1307,0,1
902,20130207:1407,0,1
903,20130207:1507,0,1
904,20130207:1607,0,1
905,20130207:1707,0,1
906,20130207:1807,0,2
907,20130207:1907,0,2
908,20130207:2007,0,0
909,20130207:2107,0,0
910,20130207:2207,0,0
911,20130207:2307,0,0
912,20130208:0007,0,0
913,20130208:0107,0,0
914,20130208:0207,0,0
915,20130208:0307,0,0
916,20130208:0407,0,0
917,20130208:0507,0,0
918,20130208:0607,0,1
919,20130208:0707,0,1
920,20130208:0807,0,1
921,20130208:0907,0,1
922,20130208:1007,0,1
923,20130208:1107,0,1
924,20130208:1207,0,1
925,20130208:1307,0,1
926,20130208:1407,0,1
927,20130208:1507,0,1
928,20130208:1607,0,1
929,20130208:1707,0,1
930,20130208:1807,0,2
931,20130208:1907,0,2
932,20130208:2007,0,0
933,20130208:2107,0,0
934,20130208:2207,0,0
935,20130208:2307,0,0
936,20130209:0007,0,0
937,20130209:0107,0,0
938,20130209:0207,0,0
939,20130209:0307,0,0
940,20130209:0407,0,0
941,20130209:0507,0,0
942,20130209:0607,0,1
943,20130209:0707,0,1
944,20130209:0807,0,1
945,20130209:0907,0,1
946,20130209:1007,0,1
947,20130209:1107,0,1
948,20130209:1207,0,1
949,20130209:1307,0,1
950,20130209:1407,0,1
951,20130209:1507,0,1
952,20130209:1607,0,1
953,20130209:1707,0,1
954,20130209:1807,0,2
955,20130209:1907,0,2
956,20130209:2007,0,0
957,20130209:2107,0,0
958,20130209:2207,0,0
959,20130209:2307,0,0
960,20130210:0007,0,0
961,20130210:0107,0,0
962,20130210:0207,0,0
963,20130210:0307,0,0
964,20130210:0407,0,0
965,20130210:0507,0,0
966,20130210:0607,0,1
967,20130210:0707,0,1
968,20130210:0807,0,1
969,20130210:0907,0,1
970,20130210:1007,0,1
971,20130210:1107,0,1
972,20130210:1207,0,1
973,20130210:1307,0,1
974,20130210:1407,0,1
975,20130210:1507,0,1
976,20130210:1607,0,1
977,20130210:1707,0,1
978,20130210:1807,0,2
979,20130210:1907,0,2
980,20130210:2007,0,0
981,20130210:2107,0,0
982,20130210:2207,0,0
983,20130210:2307,0,0
984,20130211:0007,0,0
985,20130211:0107,0,0
986,20130211:0207,0,0
987,20130211:0307,0,0
988,20130211:0407,0,0
989,20130211:0507,0,0
990,20130211:0607,0,1
991,20130211:0707,0,1
992,20130211:0807,0,1
993,20130211:0907,0,1
994,20130211:1007,0,1
995,20130211:1107,0,1
996,20130211:1207,0,1
997,20130211:1307,0,1
998,20130211:1407,0,1
999,20130211:1507,0,1
1000,20130211:1607,0,1
1001,20130211:1707,0,1
1002,20130211:1807,0,2
1003,20130211:1907,0,2
1004,20130211:2007,0,0
1005,20130211:2107,0,0
1006,20130211:2207,0,0
1007,20130211:2307,0,0
1008,20130212:0007,0,0
1009,20130212:0107,0,0
1010,20130212:0207,0,0
1011,20130212:0307,0,0
1012,20130212:0407,0,0
1013,20130212:0507,0,0
1014,20130212:0607,0,1
1015,20130212:0707,0,1
1016,20130212:0807,0,1
1017,20130212:0907,0,1
1018,20130212:1007,0,1
1019,20130212:1107,0,1
1020,20130212:1207,0,1
1021,20130212:1307,0,1
1022,20130212:1407,0,1
1023,20130212:1507,0,1
1024,20130212:1607,0,1
1025,20130212:1707,0,1
1026,20130212:1807,0,2
1027,20130212:1907,0,2
1028,20130212:2007,0,0
1029,20130212:2107,0,0
1030,20130212:2207,0,0
1031,20130212:2307,0,0
1032,20130213:0007,0,0
1033,20130213:0107,0,0
1034,20130213:0207,0,0
1035,20130213:0307,0,0
1036,20130213:0407,0,0
1037,20130213:0507,0,0
1038,20130213:0607,0,1
1039,20130213:0707,0,1
1040,20130213:0807,0,1
1041,20130213:0907,0,1
1042,20130213:1007,0,1
1043,20130213:1107,0,1
1044,20130213:1207,0,1
1045,20130213:1307,0,1
1046,20130213:1407,0,1
1047,20130213:1507,0,1
1048,20130213:1607,0,1
1049,20130213:1707,0,1
1050,20130213:1807,0,2
1051,20130213:1907,0,2
1052,20130213:2007,0,0
1053,20130213:2107,0,0
1054,20130213:2207,0,0
1055,20130213:2307,0,0
1056,20130214:0007,0,0
1057,20130214:0107,0,0
1058,20130214:0207,0,0
1059,20130214:0307,0,0
1060,20130214:0407,0,0
1061,20130214:0507,0,0
1062,20130214:0607,0,1
1063,20130214:0707,0,1
1064,20130214:0807,0,1
1065,20130214:0907,0,1
1066,20130214:1007,0,1
1067,20130214:1107,0,1
1068,20130214:1207,0,1
